Name,Attributes,Forum Link,Forum Report Source,Grade Name,Group,Handbook Link,JSG Grading Status,Notion Link,Notion Source Link,Parent Score,Proposal Link,Score,Score Notes,Spot Check Completed,Submitted [Block],Subscores
Marketing Report,"Document, Forum Post, Proposal, Report",,,REPORT_SCORE,Marketing,,Not Completed,,,,,,,No,,
Workflow Violation,Catastrophic Errors,,,,Marketing,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/marketers-score#inadequate-report-1,Not Completed,,,,,,,No,,
Distributor Score,"Composite Grade, Master Score",,,DISTRIBUTOR_SCORE,Distributors,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/distributors-score.md#score,Not Completed,,,Network Performance Score (Council%2018/Council%20Period%2017/Network%20Performance%20Score%201d66bd415c70454692124761fee46347.md),,,,No,,"System (Council%2018/Council%20Period%2017/System%2002ab1344ddce47289e7b3c50da79f752.md), General WG Score (Council%2018/Council%20Period%2017/General%20WG%20Score%20b6447170e888446c861b307ad89fa1c5.md), Distributors Report (Council%2018/Council%20Period%2017/Distributors%20Report%202a16cd3ea0a54cb8b6c0a31948dd4a9a.md)"
Content Score,"Composite Grade, Master Score",,,CONTENT_SCORE,Content,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/content-directory-score.md#score,Not Completed,,,Network Performance Score (Council%2018/Council%20Period%2017/Network%20Performance%20Score%201d66bd415c70454692124761fee46347.md),,,,No,,"General WG Score (Council%2018/Council%20Period%2017/General%20WG%20Score%2056ddf72e66cf4735af0e4284c76a05d4.md), Content Report (Council%2018/Council%20Period%2017/Content%20Report%20726b8413bbbc495ba9a8b553b76a1d7c.md), Featuring Score (Council%2018/Council%20Period%2017/Featuring%20Score%202223a402a9454843ad0ea9329a972e63.md), Moderation Score (Council%2018/Council%20Period%2017/Moderation%20Score%2042b29bbdc842460393bd5f7ee868d200.md), Logging does not occur (Council%2018/Council%20Period%2017/Logging%20does%20not%20occur%20efc14e581a494818af9b2ff91a4de563.md), Featured Content Unplayable (Council%2018/Council%20Period%2017/Featured%20Content%20Unplayable%206dae70cc47b24e2fa5ea9349a6a12a93.md), Failure to apply moderation rules (Council%2018/Council%20Period%2017/Failure%20to%20apply%20moderation%20rules%201297218234e640f1a075297292a6add9.md), Curation Testing Score (Council%2018/Council%20Period%2017/Curation%20Testing%20Score%20d31774dbb06442f280e54f6a114cfbf9.md)"
Documentation Score,Group Specific Scores,,,DOCUMENTATION_SCORE,Marketing,,Not Completed,,,,,,,No,,
WG Opportunities,"Document, Forum Post, General WG Score, Grade",,,WORKER_OPPORTUNITIES_SCORE,Marketing,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#worker-opportunities,Not Completed,,,"General WG Score (Council%2018/Council%20Period%2017/General%20WG%20Score%20d5b39d06f8a141c5b0c9a76d50372425.md), General WG Score (Council%2018/Council%20Period%2017/General%20WG%20Score%206557ed3e2d764877b3d9223e161ed0ba.md)",,,,No,,
General Development,"Grade, Group Specific Scores, Spot Check, Subscore",,,GENERAL_DEVELOPMENT_SCORE,Builders,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/builders-score#general_development_score,Not Completed,,,Builder Score (Council%2018/Council%20Period%2017/Builder%20Score%205db2bbce8e8c49938f93621da70e2208.md),,,,No,,
Total $tJOY exceeds tJOY_BUDGET,"Catastrophic Errors, Grade, Spot Check",,,,Council,https://github.com/Joystream/handbook/tree/master/testnet/council-period-scoring#total-tjoy-exceeds-tjoy_budget,Not Completed,,,,,,,No,,
Builders Report,"Document, Forum Post, Grade, Group Specific Scores, Subscore",,,REPORT_SCORE,Builders,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/builders-score,Not Completed,,,Builder Score (Council%2018/Council%20Period%2017/Builder%20Score%205db2bbce8e8c49938f93621da70e2208.md),,,,No,,
Upgrading non-Jsgenesis runtime,"Catastrophic Errors, Grade, Spot Check",,,,Council,https://github.com/Joystream/handbook/tree/master/testnet/council-period-scoring#upgrading-non-jsgenesis-runtime,Not Completed,,,,,,,No,,
System,"Grade, Group Specific Scores, Subscore",,,SYSTEM_SCORE,Storage,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/storage-providers-score#system_score,Not Completed,,,Storage Score (Council%2018/Council%20Period%2017/Storage%20Score%20293ee67c2ed34e20ad9a035b227ef98b.md),,,,No,,
Recruiting Score,Group Specific Scores,,,RECRUITING_SCORE,Marketing,,Not Completed,,,,,,,No,,
Forum Score,"Composite Grade, Master Score",,,FORUM_SCORE,Forum,https://github.com/Joystream/handbook/blob/e9747eb6c4501b603f85bd35993faa8a057ac673/testnet/council-period-scoring/forum-score.md#score,Not Completed,,,,,,,No,,"Forum Report (Council%2018/Council%20Period%2017/Forum%20Report%20bd13a3129fc14e3189bc26275af952ed.md), General WG Score (Council%2018/Council%20Period%2017/General%20WG%20Score%20d5b39d06f8a141c5b0c9a76d50372425.md), Moderation Score (Council%2018/Council%20Period%2017/Moderation%20Score%204c2684f858924438a07d238f6427eeb1.md), General WG Score (Council%2018/Council%20Period%2017/General%20WG%20Score%206557ed3e2d764877b3d9223e161ed0ba.md)"
Permanent Data Object Loss,"Catastrophic Errors, Grade, Spot Check",,,,Storage,https://github.com/Joystream/handbook/blob/58e635d7391893b718b137c69a182199aeb66ab8/testnet/council-period-scoring/storage-providers-score.md#permanent-data-object-loss,Not Completed,,,,,,,No,,
General WG Score,"Composite Grade, General WG Score",,,GENERAL_WG_SCORE,Distributors,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md,Not Completed,,,Distributor Score (Council%2018/Council%20Period%2017/Distributor%20Score%20d02db64e54e74be4b7666e61f57ecd03.md),,,,No,,"WG Period Plan (Council%2018/Council%20Period%2017/WG%20Period%20Plan%20821ac27656504fee92b641f1cf375bf8.md), WG Summary (Council%2018/Council%20Period%2017/WG%20Summary%20f618deca08b24156b3cebf5121865ce4.md), WG Opportunities (Council%2018/Council%20Period%2017/WG%20Opportunities%209763136eca9d4ebe895329419e3f3af1.md), Opening Score (Council%2018/Council%20Period%2017/Opening%20Score%206cb6c8e3be1849168f0a514a5bf6ef5b.md), Bounty Score (Council%2018/Council%20Period%2017/Bounty%20Score%20570bed37e59449179a43d591c170c469.md)"
No available sources for data object,"Catastrophic Errors, Grade, Spot Check",,,,Distributors,https://github.com/Joystream/handbook/blob/58e635d7391893b718b137c69a182199aeb66ab8/testnet/council-period-scoring/distributors-score.md#catastrophic-errors,Not Completed,,,,,,,No,,
Content Report,"Forum Post, Group Specific Scores",,,REPORT_SCORE,Content,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/content-directory-score#report_score,Not Completed,,,Content Score (Council%2018/Council%20Period%2017/Content%20Score%20845967896c6c4c588b7f6715c3503e2b.md),,,,No,,
Council Period Summary,"Document, Forum Post, Grade, Master Score, Proposal",,https://dao.joystream.org/#/forum/category/4,SUMMARY_SCORE,Council,https://github.com/Joystream/handbook/blob/e9747eb6c4501b603f85bd35993faa8a057ac673/testnet/council-period-scoring/README.md#council-period-summary,Not Completed,,,Network Performance Score (Council%2018/Council%20Period%2017/Network%20Performance%20Score%201d66bd415c70454692124761fee46347.md),,,,No,,
Missing Judgement,"Catastrophic Errors, Grade, Spot Check",,,,HR,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/human-resources-score.md#catastrophic-errors,Not Completed,,,,,,,No,,
Moderation Score,"Group Specific Scores, Subscore",,,MODERATION_SCORE,Content,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/content-directory-score#moderation_score,Not Completed,,,Content Score (Council%2018/Council%20Period%2017/Content%20Score%20845967896c6c4c588b7f6715c3503e2b.md),,,,No,,Total Breaches of Policy (Council%2018/Council%20Period%2017/Total%20Breaches%20of%20Policy%20f4f1f2f0634e42f3a333cccc63d31da9.md)
Research Score,"Group Specific Scores, Subscore",,,RESEARCH_SCORE,Distributors,,Not Completed,,,,,,,No,,
General WG Score,"Composite Grade, General WG Score",,,GENERAL_WG_SCORE,Forum,,Not Completed,,,Forum Score (Council%2018/Council%20Period%2017/Forum%20Score%206aead5448246499b810ce83cb4e48075.md),,,,No,,"WG Period Plan (Council%2018/Council%20Period%2017/WG%20Period%20Plan%20e5ee1a7971ab452a880b0b9ec575548c.md), WG Summary (Council%2018/Council%20Period%2017/WG%20Summary%207fa1c076a16f4ec59787ed0c5db71b1e.md), WG Opportunities (Council%2018/Council%20Period%2017/WG%20Opportunities%20d3e4ebb49f0b47cfb6e202e2b6be15af.md), Opening Score (Council%2018/Council%20Period%2017/Opening%20Score%20c0b192c95a55475487fe4d86b0cd61a5.md), Bounty Score (Council%2018/Council%20Period%2017/Bounty%20Score%208743d27e9e5d4e9fbd4f27e021eafc0b.md), WG Opportunities (Council%2018/Council%20Period%2017/WG%20Opportunities%20a907882f7d2f4eda9db7d47a67945a94.md), Bounty Score (Council%2018/Council%20Period%2017/Bounty%20Score%20556a5f1f89394e9b8a29ee9ff574642b.md), Opening Score (Council%2018/Council%20Period%2017/Opening%20Score%208ad2adbbf82a4ac3ba70db5ceee32977.md)"
Council Period Parameters,,,,,JSG,,Not Completed,,,,,,,No,,
WG Period Plan,"Document, Forum Post, General WG Score, Grade, Proposal, Subscore",,,PLAN_SCORE,Storage,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-period-plan,Not Completed,,,General WG Score (Council%2018/Council%20Period%2017/General%20WG%20Score%20d21d35f2032d4adf9ea3ce810c08a3cc.md),,,,No,,
Storage Report,"Document, Forum Post, Grade, Group Specific Scores, Proposal, Report",,https://dao.joystream.org/#/forum/category/13,REPORT_SCORE,Storage,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/storage-providers-score#report_score,Not Completed,,,Storage Score (Council%2018/Council%20Period%2017/Storage%20Score%20293ee67c2ed34e20ad9a035b227ef98b.md),,,,No,,
Failure to apply moderation rules,"Catastrophic Errors, Grade, Spot Check",,,,Content,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/content-directory-score.md#failure-to-apply-moderation-rules,Not Completed,,,Content Score (Council%2018/Council%20Period%2017/Content%20Score%20845967896c6c4c588b7f6715c3503e2b.md),,,,No,,
Unwarranted deletion,Catastrophic Errors,,,,Forum,,Not Completed,,,,,,,No,,
Moderation Score,"Grade, Group Specific Scores, Spot Check",,,MODERATION_SCORE,Forum,https://github.com/Joystream/handbook/blob/e9747eb6c4501b603f85bd35993faa8a057ac673/testnet/council-period-scoring/forum-score.md#moderation_score,Not Completed,,,Forum Score (Council%2018/Council%20Period%2017/Forum%20Score%206aead5448246499b810ce83cb4e48075.md),,,,No,,
Logging,"Grade, Group Specific Scores, Subscore",,,LOGGING_SCORE,Storage,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/storage-providers-score#system_score,Not Completed,,,Storage Score (Council%2018/Council%20Period%2017/Storage%20Score%20293ee67c2ed34e20ad9a035b227ef98b.md),,,,No,,
Bounty Score,"General WG Score, Subscore",,,BOUNTY_SCORE,HR,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md#score,Not Completed,,,General WG Score (Council%2018/Council%20Period%2017/General%20WG%20Score%20a2440aecb3aa4a5a8d10e20f0b5479e5.md),,,,No,,
Inadequate Report,"Catastrophic Errors, Grade, Spot Check",,,,HR,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/human-resources-score.md#inadequate-report,Not Completed,,,,,,,No,,
WG Opportunities,"General WG Score, Grade, Spot Check, Subscore",,,WORKER_OPPORTUNITIES_SCORE,Content,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#worker-opportunities,Not Completed,,,General WG Score (Council%2018/Council%20Period%2017/General%20WG%20Score%2056ddf72e66cf4735af0e4284c76a05d4.md),,,,No,,
WG Period Plan,"Document, Forum Post, General WG Score, Grade, Proposal, Subscore",,,PLAN_SCORE,Forum,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-period-plan,Not Completed,,,General WG Score (Council%2018/Council%20Period%2017/General%20WG%20Score%20d5b39d06f8a141c5b0c9a76d50372425.md),,,,No,,
Testing,"Grade, Group Specific Scores, Spot Check, Subscore",,,TESTING_SCORE,Builders,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/builders-score#testing_score,Not Completed,,,Builder Score (Council%2018/Council%20Period%2017/Builder%20Score%205db2bbce8e8c49938f93621da70e2208.md),,,,No,,
WG Summary,"Document, Forum Post, General WG Score, Grade, Subscore, Summary",,https://dao.joystream.org/#/forum/category/11,SUMMARY_SCORE,Content,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-summary,Not Completed,"CWG summary (https://www.notion.so/CWG-summary-2a1c521512fe4f6cb2680a4f5e1bfe64?pvs=21) ",,General WG Score (Council%2018/Council%20Period%2017/General%20WG%20Score%2056ddf72e66cf4735af0e4284c76a05d4.md),,,,No,,
Bounty Score,"General WG Score, Subscore",,,BOUNTY_SCORE,Content,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md#score,Not Completed,,,General WG Score (Council%2018/Council%20Period%2017/General%20WG%20Score%2056ddf72e66cf4735af0e4284c76a05d4.md),,,,No,,
Distributors Report,"Document, Forum Post, Grade, Group Specific Scores, Subscore",,https://dao.joystream.org/#/forum/category/15,REPORT_SCORE,Distributors,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/distributors-score#report_score,Not Completed,"Untitled (https://www.notion.so/e4ea2a85b1a84f88ba97c3580f685a09?pvs=21) ",,Distributor Score (Council%2018/Council%20Period%2017/Distributor%20Score%20d02db64e54e74be4b7666e61f57ecd03.md),,,,No,,
On chain Budget and Opening proposals without JOY equivalent,"Catastrophic Errors, Grade, Spot Check",,,,Council,https://github.com/Joystream/handbook/tree/master/testnet/council-period-scoring#on-chain-budget-and-opening-proposals-without-joy-equivalent,Not Completed,,,,,,,No,,
Lead Opportunities,"Grade, Master Score",,,LEAD_OPPORTUNITIES_SCORE,Council,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring#lead-opportunities,Not Completed,,,Network Performance Score (Council%2018/Council%20Period%2017/Network%20Performance%20Score%201d66bd415c70454692124761fee46347.md),,,,No,,
Total Breaches of Policy,"Catastrophic Errors, Grade, Spot Check",,,TOTAL_BREACHES_OF_POLICY,Content,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/content-directory-score.md#moderation_score,Not Completed,,,"Moderation Score (Council%2018/Council%20Period%2017/Moderation%20Score%2042b29bbdc842460393bd5f7ee868d200.md), Curation Testing Score (Council%2018/Council%20Period%2017/Curation%20Testing%20Score%20d31774dbb06442f280e54f6a114cfbf9.md)",,,,No,,
Marketing Score,Master Score,,,MARKETER_SCORE,Marketing,,Not Completed,,,,,,,No,,
Bounty Score,"General WG Score, Subscore",,,BOUNTY_SCORE,Distributors,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md#score,Not Completed,,,General WG Score (Council%2018/Council%20Period%2017/General%20WG%20Score%20b6447170e888446c861b307ad89fa1c5.md),,,,No,,
WG Opportunities,"General WG Score, Grade, Spot Check, Subscore",,,WORKER_OPPORTUNITIES_SCORE,Distributors,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#worker-opportunities,Not Completed,,,General WG Score (Council%2018/Council%20Period%2017/General%20WG%20Score%20b6447170e888446c861b307ad89fa1c5.md),,,,No,,
Network Performance Score,"Composite Grade, Master Score, Overall Grade",,,NETWORK_PERFORMANCE_SCORE,Network,https://github.com/Joystream/handbook/blob/e9747eb6c4501b603f85bd35993faa8a057ac673/testnet/council-period-scoring/README.md#overview,Not Completed,,,,,,,No,,"Builder Score (Council%2018/Council%20Period%2017/Builder%20Score%205db2bbce8e8c49938f93621da70e2208.md), Content Score (Council%2018/Council%20Period%2017/Content%20Score%20845967896c6c4c588b7f6715c3503e2b.md), Distributor Score (Council%2018/Council%20Period%2017/Distributor%20Score%20d02db64e54e74be4b7666e61f57ecd03.md), Storage Score (Council%2018/Council%20Period%2017/Storage%20Score%20293ee67c2ed34e20ad9a035b227ef98b.md), HR Score (Council%2018/Council%20Period%2017/HR%20Score%20dd81afd83d85420b916e7f1c795573b7.md), Council Period Summary (Council%2018/Council%20Period%2017/Council%20Period%20Summary%20a63a90a712524e898c85f4a0f06100ff.md), Council Period Plan (Council%2018/Council%20Period%2017/Council%20Period%20Plan%205348f753c3a6478690b8ec9acaf9340b.md), Lead Opportunities (Council%2018/Council%20Period%2017/Lead%20Opportunities%2040a63f63d6a341249c804df7d36d0e2e.md), Meeting score (Council%2018/Council%20Period%2017/Meeting%20score%2044224bc7b6d841f093bc147e2ab79ec5.md)"
Documentation Score,"Grade, Subscore",,,DOCUMENTATION_SCORE,Marketing,,Not Completed,,,,,,,No,,
Incorrect Reporting,"Catastrophic Errors, Grade, Spot Check",,,,Storage,https://github.com/Joystream/handbook/blob/58e635d7391893b718b137c69a182199aeb66ab8/testnet/council-period-scoring/storage-providers-score.md#incorrect-reporting,Not Completed,,,,,,,No,,
WG Period Plan,"Document, Forum Post, General WG Score, Plan, Proposal",,,PLAN_SCORE,HR,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-period-plan,Not Completed,,,General WG Score (Council%2018/Council%20Period%2017/General%20WG%20Score%20a2440aecb3aa4a5a8d10e20f0b5479e5.md),,,,No,,
Violation of Content Policy,Catastrophic Errors,,,,Forum,https://github.com/Joystream/handbook/blob/e9747eb6c4501b603f85bd35993faa8a057ac673/testnet/council-period-scoring/forum-score.md#catastrophic-errors,Not Completed,,,,,,,No,,
WG Summary,"Document, Forum Post, General WG Score, Grade, Proposal, Subscore, Summary",,,SUMMARY_SCORE,Marketing,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-summary,Not Completed,,,General WG Score (Council%2018/Council%20Period%2017/General%20WG%20Score%206557ed3e2d764877b3d9223e161ed0ba.md),,,,No,,
WG Opportunities,"General WG Score, Grade, Spot Check, Subscore",,,WORKER_OPPORTUNITIES_SCORE,HR,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#worker-opportunities,Not Completed,,,General WG Score (Council%2018/Council%20Period%2017/General%20WG%20Score%20a2440aecb3aa4a5a8d10e20f0b5479e5.md),,,,No,,
Bounty Score,"General WG Score, Subscore",,,BOUNTY_SCORE,Forum,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md#score,Not Completed,,,"General WG Score (Council%2018/Council%20Period%2017/General%20WG%20Score%20d5b39d06f8a141c5b0c9a76d50372425.md), General WG Score (Council%2018/Council%20Period%2017/General%20WG%20Score%206557ed3e2d764877b3d9223e161ed0ba.md)",,,,No,,
Inadequate Report,Catastrophic Errors,,,,Marketing,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/marketers-score#inadequate-report,Not Completed,,,,,,,No,,
Opening Score,"General WG Score, Subscore",,,OPENING_SCORE,Storage,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md#score,Not Completed,,,General WG Score (Council%2018/Council%20Period%2017/General%20WG%20Score%20d21d35f2032d4adf9ea3ce810c08a3cc.md),,,,No,,
General WG Score,"Composite Grade, General WG Score",,,GENERAL_WG_SCORE,Marketing,,Not Completed,,,Forum Score (Council%2018/Council%20Period%2017/Forum%20Score%206aead5448246499b810ce83cb4e48075.md),,,,No,,"WG Summary (Council%2018/Council%20Period%2017/WG%20Summary%207fa1c076a16f4ec59787ed0c5db71b1e.md), WG Opportunities (Council%2018/Council%20Period%2017/WG%20Opportunities%20d3e4ebb49f0b47cfb6e202e2b6be15af.md), Opening Score (Council%2018/Council%20Period%2017/Opening%20Score%20c0b192c95a55475487fe4d86b0cd61a5.md), Bounty Score (Council%2018/Council%20Period%2017/Bounty%20Score%208743d27e9e5d4e9fbd4f27e021eafc0b.md), WG Period Plan (Council%2018/Council%20Period%2017/WG%20Period%20Plan%2059788e31461e4398bfe1c42d0b48b828.md), WG Summary (Council%2018/Council%20Period%2017/WG%20Summary%20109ac347bfb2459b97c8b0ef7a261e09.md), WG Opportunities (Council%2018/Council%20Period%2017/WG%20Opportunities%20a907882f7d2f4eda9db7d47a67945a94.md), Bounty Score (Council%2018/Council%20Period%2017/Bounty%20Score%20556a5f1f89394e9b8a29ee9ff574642b.md), Opening Score (Council%2018/Council%20Period%2017/Opening%20Score%208ad2adbbf82a4ac3ba70db5ceee32977.md)"
General WG Score,"Composite Grade, General WG Score, Subscore",,,GENERAL_WG_SCORE,Builders,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/builders-score.md#general_wg_score,Not Completed,,,Builder Score (Council%2018/Council%20Period%2017/Builder%20Score%205db2bbce8e8c49938f93621da70e2208.md),,,,No,,"WG Period Plan (Council%2018/Council%20Period%2017/WG%20Period%20Plan%202a43b025d9064886aa760d31184adb65.md), WG Summary (Council%2018/Council%20Period%2017/WG%20Summary%202694e5d44e814e0c8b00b8731a5518c5.md), WG Opportunities (Council%2018/Council%20Period%2017/WG%20Opportunities%209da227fd80ea4cec9e87d6465a7fd353.md), Opening Score (Council%2018/Council%20Period%2017/Opening%20Score%20462f6d7f744f418185a5d789419b48e9.md), Bounty Score (Council%2018/Council%20Period%2017/Bounty%20Score%20b679460d91a84f0ea61424387a375e12.md)"
Opening Score,"General WG Score, Subscore",,,OPENING_SCORE,Builders,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md#score,Not Completed,,,General WG Score (Council%2018/Council%20Period%2017/General%20WG%20Score%207d1eca46d57c4e9b86b649ed8b72dd52.md),,,,No,,
Missed runtime upgrade,"Catastrophic Errors, Grade, Spot Check",,,,Council,https://github.com/Joystream/handbook/tree/master/testnet/council-period-scoring#missed-runtime-upgrade,Not Completed,,,,,,,No,,
WG Summary,"Document, Forum Post, General WG Score, Grade, Subscore",,,SUMMARY_SCORE,Storage,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-summary,Not Completed,,,General WG Score (Council%2018/Council%20Period%2017/General%20WG%20Score%20d21d35f2032d4adf9ea3ce810c08a3cc.md),,,,No,,
Logging does not occur,"Catastrophic Errors, Grade, Spot Check",,,,Content,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/content-directory-score.md#catastrophic-errors,Not Completed,,,Content Score (Council%2018/Council%20Period%2017/Content%20Score%20845967896c6c4c588b7f6715c3503e2b.md),,,,No,,
WG Period Plan,"Document, Forum Post, General WG Score, Grade, Plan, Proposal, Subscore",https://dao.joystream.org/#/forum/thread/47?post=640,https://dao.joystream.org/#/forum/thread/47,PLAN_SCORE,Builders,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-period-plan,Not Completed,,,General WG Score (Council%2018/Council%20Period%2017/General%20WG%20Score%207d1eca46d57c4e9b86b649ed8b72dd52.md),,,,No,,
General WG Score,"Composite Grade, General WG Score",,,GENERAL_WG_SCORE,Storage,,Not Completed,,,Storage Score (Council%2018/Council%20Period%2017/Storage%20Score%20293ee67c2ed34e20ad9a035b227ef98b.md),,,,No,,"WG Summary (Council%2018/Council%20Period%2017/WG%20Summary%20d3955af114e94135b54969837d73877e.md), WG Period Plan (Council%2018/Council%20Period%2017/WG%20Period%20Plan%2024f5fe8bb1ce4a86b78318a8e934aa63.md), WG Opportunities (Council%2018/Council%20Period%2017/WG%20Opportunities%209da227fd80ea4cec9e87d6465a7fd353.md), Opening Score (Council%2018/Council%20Period%2017/Opening%20Score%2018fe06fd67ab4751816b5f5f04273d42.md), Bounty Score (Council%2018/Council%20Period%2017/Bounty%20Score%20619f9a1d7cdc4738a1528412fe7cc257.md)"
