Name,Attributes,Forum Link,Forum Report Source,Grade Name,Group,Handbook Link,JSG Grading Status,Notion Link,Notion Source Link,Parent Score,Proposal Link,Score,Score Notes,Spot Check Completed,Submitted [Block],Subscores
Opening Score,"General WG Score, Subscore",,,OPENING_SCORE,Content,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md#score,Not Completed,,,General WG Score (Council%2026/Council%20Period%2017/General%20WG%20Score%20104a249fb6d140c299d5444ae7935520.md),,,,No,,
Marketing Report,"Document, Forum Post, Proposal, Report",,,REPORT_SCORE,Marketing,,Not Completed,,,,,,,No,,
Moderation Score,"Grade, Group Specific Scores, Spot Check",,,MODERATION_SCORE,Forum,https://github.com/Joystream/handbook/blob/e9747eb6c4501b603f85bd35993faa8a057ac673/testnet/council-period-scoring/forum-score.md#moderation_score,Not Completed,,,Forum Score (Council%2026/Council%20Period%2017/Forum%20Score%20807abc95ae224068b655d91fd11e855d.md),,,,No,,
Pioneer Development,"Grade, Group Specific Scores, Spot Check, Subscore",,,PIONEER_DEVELOPMENT_SCORE,Builders,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/builders-score#pioneer_development_score,Not Completed,,,Builder Score (Council%2026/Council%20Period%2017/Builder%20Score%20383a9dfb259e4b90bb7d1d1682c1d935.md),,,,No,,
WG Period Plan,"Document, Forum Post, General WG Score, Grade, Proposal, Subscore",,,PLAN_SCORE,Storage,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-period-plan,Not Completed,,,General WG Score (Council%2026/Council%20Period%2017/General%20WG%20Score%2058842ed006ab445db7177c3ebcc1761b.md),,,,No,,
General WG Score,"Composite Grade, General WG Score",,,GENERAL_WG_SCORE,Distributors,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md,Not Completed,,,Distributor Score (Council%2026/Council%20Period%2017/Distributor%20Score%20111069f640eb4c3aa6bb018edc74ff88.md),,,,No,,"WG Period Plan (Council%2026/Council%20Period%2017/WG%20Period%20Plan%20a8b45804e3aa48b9b88e45c5208f7846.md), WG Summary (Council%2026/Council%20Period%2017/WG%20Summary%2073a980c6516f457f906275add7aaaa9a.md), WG Opportunities (Council%2026/Council%20Period%2017/WG%20Opportunities%209851cfbd58454446b92feea482b88c32.md), Opening Score (Council%2026/Council%20Period%2017/Opening%20Score%203d0f3ee9cfe440b9ba3644c3eb1537da.md), Bounty Score (Council%2026/Council%20Period%2017/Bounty%20Score%205b76d4b0523c46eab012f6e5092fed0d.md)"
On chain Budget and Opening proposals without JOY equivalent,"Catastrophic Errors, Grade, Spot Check",,,,Council,https://github.com/Joystream/handbook/tree/master/testnet/council-period-scoring#on-chain-budget-and-opening-proposals-without-joy-equivalent,Not Completed,,,,,,,No,,
Bounty Score,"General WG Score, Subscore",,,BOUNTY_SCORE,HR,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md#score,Not Completed,,,General WG Score (Council%2026/Council%20Period%2017/General%20WG%20Score%2031d5220e461a44bc8c5165c909cfbfac.md),,,,No,,
Recruiting Score,Group Specific Scores,,,RECRUITING_SCORE,Marketing,,Not Completed,,,,,,,No,,
Uploads,"Grade, Group Specific Scores, Subscore",,,UPLOAD_SCORE,Storage,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/storage-providers-score#upload_score,Not Completed,,,Storage Score (Council%2026/Council%20Period%2017/Storage%20Score%20772cb324b9bd4649bd0a5289d6924a5c.md),,,,No,,
Network Performance Score,"Composite Grade, Master Score, Overall Grade",,,NETWORK_PERFORMANCE_SCORE,Network,https://github.com/Joystream/handbook/blob/e9747eb6c4501b603f85bd35993faa8a057ac673/testnet/council-period-scoring/README.md#overview,Not Completed,,,,,,,No,,"Builder Score (Council%2026/Council%20Period%2017/Builder%20Score%20383a9dfb259e4b90bb7d1d1682c1d935.md), Content Score (Council%2026/Council%20Period%2017/Content%20Score%20dbe6a1d1551148aa910d67608ad7fd06.md), Distributor Score (Council%2026/Council%20Period%2017/Distributor%20Score%20111069f640eb4c3aa6bb018edc74ff88.md), Storage Score (Council%2026/Council%20Period%2017/Storage%20Score%20772cb324b9bd4649bd0a5289d6924a5c.md), HR Score (Council%2026/Council%20Period%2017/HR%20Score%2043a6102bf7c041ae9d7374c5fc3c1b07.md), Council Period Summary (Council%2026/Council%20Period%2017/Council%20Period%20Summary%20823cfdb0cbfc4fdabd2825babc8dad7d.md), Council Period Plan (Council%2026/Council%20Period%2017/Council%20Period%20Plan%20bae6f74bc2fb487abae541c89639baef.md), Lead Opportunities (Council%2026/Council%20Period%2017/Lead%20Opportunities%205bcd5b44a57e4266b930d5e79f18d453.md), Meeting score (Council%2026/Council%20Period%2017/Meeting%20score%20bc5cf79c5c5d4e0d84c889c7d3b9341a.md)"
WG Summary,"Document, Forum Post, General WG Score, Grade, Subscore",,,SUMMARY_SCORE,Storage,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-summary,Not Completed,,,General WG Score (Council%2026/Council%20Period%2017/General%20WG%20Score%2058842ed006ab445db7177c3ebcc1761b.md),,,,No,,
General WG Score,"Composite Grade, General WG Score",,,GENERAL_WG_SCORE,Content,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md,Not Completed,,,Content Score (Council%2026/Council%20Period%2017/Content%20Score%20dbe6a1d1551148aa910d67608ad7fd06.md),,,,No,,"WG Opportunities (Council%2026/Council%20Period%2017/WG%20Opportunities%203784759923d347efac1cf547bf77ad55.md), WG Summary (Council%2026/Council%20Period%2017/WG%20Summary%2005bed1ac53e042059a14fca74967dcc6.md), WG Period Plan (Council%2026/Council%20Period%2017/WG%20Period%20Plan%20e96a7635c769459f8c2dbd22d6a81327.md), Opening Score (Council%2026/Council%20Period%2017/Opening%20Score%20c9f07091b65d4263a2d743028a999e23.md), Bounty Score (Council%2026/Council%20Period%2017/Bounty%20Score%2034b7845bbcca49209f646abeaf5e8b68.md)"
Logging does not occur,"Catastrophic Errors, Grade, Spot Check",,,,Content,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/content-directory-score.md#catastrophic-errors,Not Completed,,,Content Score (Council%2026/Council%20Period%2017/Content%20Score%20dbe6a1d1551148aa910d67608ad7fd06.md),,,,No,,
Council Period Plan,"Document, Forum Post, Grade, Master Score, Proposal",,https://dao.joystream.org/#/forum/category/4,PLAN_SCORE,Council,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring#council-period-plan,Not Completed,,,Network Performance Score (Council%2026/Council%20Period%2017/Network%20Performance%20Score%20d83c1d7d8d394599b5996f7a7486210e.md),,,,No,,
Curation Testing Score,"Group Specific Scores, Subscore",,,CURATION_TESTING_SCORE,Content,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/content-directory-score#moderation_score,Not Completed,,,Content Score (Council%2026/Council%20Period%2017/Content%20Score%20dbe6a1d1551148aa910d67608ad7fd06.md),,,,No,,Total Breaches of Policy (Council%2026/Council%20Period%2017/Total%20Breaches%20of%20Policy%2006b255e7c109424d823afd8a6dbb1feb.md)
WG Period Plan,"Document, Forum Post, General WG Score, Grade, Proposal, Subscore",,,PLAN_SCORE,Marketing,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-period-plan,Not Completed,,,General WG Score (Council%2026/Council%20Period%2017/General%20WG%20Score%2073300c8c81af4c81ada3b41061262a9e.md),,,,No,,
Inadequate Report,Catastrophic Errors,,,,Marketing,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/marketers-score#inadequate-report,Not Completed,,,,,,,No,,
Incorrect Reporting,"Catastrophic Errors, Grade, Spot Check",,,,Storage,https://github.com/Joystream/handbook/blob/58e635d7391893b718b137c69a182199aeb66ab8/testnet/council-period-scoring/storage-providers-score.md#incorrect-reporting,Not Completed,,,,,,,No,,
Council Period Summary,"Document, Forum Post, Grade, Master Score, Proposal",,https://dao.joystream.org/#/forum/category/4,SUMMARY_SCORE,Council,https://github.com/Joystream/handbook/blob/e9747eb6c4501b603f85bd35993faa8a057ac673/testnet/council-period-scoring/README.md#council-period-summary,Not Completed,,,Network Performance Score (Council%2026/Council%20Period%2017/Network%20Performance%20Score%20d83c1d7d8d394599b5996f7a7486210e.md),,,,No,,
WG Period Plan,"Document, Forum Post, General WG Score, Grade, Proposal",,,PLAN_SCORE,Distributors,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-period-plan,Not Completed,,,General WG Score (Council%2026/Council%20Period%2017/General%20WG%20Score%20c8d69a68d34e44b6bc9250c26ec8a33f.md),,,,No,,
Total $tJOY exceeds tJOY_BUDGET,"Catastrophic Errors, Grade, Spot Check",,,,Council,https://github.com/Joystream/handbook/tree/master/testnet/council-period-scoring#total-tjoy-exceeds-tjoy_budget,Not Completed,,,,,,,No,,
Report Score,Group Specific Scores,,,REPORT_SCORE,Marketing,,Not Completed,,,,,,,No,,
Bounty Score,"General WG Score, Subscore",,,BOUNTY_SCORE,Marketing,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md#score,Not Completed,,,"General WG Score (Council%2026/Council%20Period%2017/General%20WG%20Score%203610a8862bb44ad397ae6a7536700653.md), General WG Score (Council%2026/Council%20Period%2017/General%20WG%20Score%2073300c8c81af4c81ada3b41061262a9e.md)",,,,No,,
Bounty Score,"General WG Score, Subscore",,,BOUNTY_SCORE,Content,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md#score,Not Completed,,,General WG Score (Council%2026/Council%20Period%2017/General%20WG%20Score%20104a249fb6d140c299d5444ae7935520.md),,,,No,,
Documentation Score,Group Specific Scores,,,DOCUMENTATION_SCORE,Marketing,,Not Completed,,,,,,,No,,
WG Opportunities,"Document, Forum Post, General WG Score, Grade",,,WORKER_OPPORTUNITIES_SCORE,Marketing,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#worker-opportunities,Not Completed,,,"General WG Score (Council%2026/Council%20Period%2017/General%20WG%20Score%203610a8862bb44ad397ae6a7536700653.md), General WG Score (Council%2026/Council%20Period%2017/General%20WG%20Score%2073300c8c81af4c81ada3b41061262a9e.md)",,,,No,,
WG Opportunities,"General WG Score, Grade, Spot Check, Subscore",,,WORKER_OPPORTUNITIES_SCORE,HR,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#worker-opportunities,Not Completed,,,General WG Score (Council%2026/Council%20Period%2017/General%20WG%20Score%2031d5220e461a44bc8c5165c909cfbfac.md),,,,No,,
Distributors Report,"Document, Forum Post, Grade, Group Specific Scores, Subscore",,https://dao.joystream.org/#/forum/category/15,REPORT_SCORE,Distributors,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/distributors-score#report_score,Not Completed,"Untitled (https://www.notion.so/e4ea2a85b1a84f88ba97c3580f685a09?pvs=21) ",,Distributor Score (Council%2026/Council%20Period%2017/Distributor%20Score%20111069f640eb4c3aa6bb018edc74ff88.md),,,,No,,
Forum Score,"Composite Grade, Master Score",,,FORUM_SCORE,Forum,https://github.com/Joystream/handbook/blob/e9747eb6c4501b603f85bd35993faa8a057ac673/testnet/council-period-scoring/forum-score.md#score,Not Completed,,,,,,,No,,"Forum Report (Council%2026/Council%20Period%2017/Forum%20Report%20209a140fa7fa4adcaac97dc883fcdbcb.md), General WG Score (Council%2026/Council%20Period%2017/General%20WG%20Score%203610a8862bb44ad397ae6a7536700653.md), Moderation Score (Council%2026/Council%20Period%2017/Moderation%20Score%20f7ead15a503347bc882b1abc536d4496.md), General WG Score (Council%2026/Council%20Period%2017/General%20WG%20Score%2073300c8c81af4c81ada3b41061262a9e.md)"
Meeting score,"Forum Post, Master Score",,,MEETING_SCORE,Council,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring#council-handover-meeting,Not Completed,,,Network Performance Score (Council%2026/Council%20Period%2017/Network%20Performance%20Score%20d83c1d7d8d394599b5996f7a7486210e.md),,,,No,,
