Name,Attributes,Forum Link,Forum Report Source,Grade Name,Group,Handbook Link,JSG Grading Status,Notion Link,Notion Source Link,Parent Score,Proposal Link,Score,Score Notes,Spot Check Completed,Submitted [Block],Subscores
Opening Score,"General WG Score, Subscore",,,OPENING_SCORE,Storage,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md#score,Not Completed,,,General WG Score (Council%2021/Council%20Period%2017/General%20WG%20Score%208a927a87b3f849028adecd73009fa7f9.md),,,,No,,
Total $tJOY exceeds tJOY_BUDGET,"Catastrophic Errors, Grade, Spot Check",,,,Council,https://github.com/Joystream/handbook/tree/master/testnet/council-period-scoring#total-tjoy-exceeds-tjoy_budget,Not Completed,,,,,,,No,,
WG Opportunities,"Document, Forum Post, General WG Score, Grade",,,WORKER_OPPORTUNITIES_SCORE,Forum,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#worker-opportunities,Not Completed,,,"General WG Score (Council%2021/Council%20Period%2017/General%20WG%20Score%20b0a096bdbba349d48427527695e60405.md), General WG Score (Council%2021/Council%20Period%2017/General%20WG%20Score%20cee0cc643d944d34a7d45a3beede7b8e.md)",,,,No,,
WG Summary,"Document, Forum Post, General WG Score, Grade, Proposal, Subscore, Summary",,https://dao.joystream.org/#/forum/category/12,SUMMARY_SCORE,Builders,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-summary,Not Completed,,,General WG Score (Council%2021/Council%20Period%2017/General%20WG%20Score%200367cf77db8e49cb989f9438f02e0144.md),,,,No,,
WG Period Plan,"Document, Forum Post, General WG Score, Grade, Proposal, Subscore",,,PLAN_SCORE,Storage,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-period-plan,Not Completed,,,General WG Score (Council%2021/Council%20Period%2017/General%20WG%20Score%208a927a87b3f849028adecd73009fa7f9.md),,,,No,,
Featuring Score,"Group Specific Scores, Subscore",,,FEATURING_SCORE,Content,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/content-directory-score#featuring_score,Not Completed,,,Content Score (Council%2021/Council%20Period%2017/Content%20Score%207803dc73d4f74f2d8110548f8bd91c86.md),,,,No,,
General WG Score,"Composite Grade, General WG Score",,,GENERAL_WG_SCORE,Forum,,Not Completed,,,Forum Score (Council%2021/Council%20Period%2017/Forum%20Score%205545285c8b1340a1ab98db0a10c7f64a.md),,,,No,,"WG Period Plan (Council%2021/Council%20Period%2017/WG%20Period%20Plan%2022b420f4fdd94776830a7825f872d58a.md), WG Summary (Council%2021/Council%20Period%2017/WG%20Summary%2088af113496a742b69de3c2a81c6b4359.md), WG Opportunities (Council%2021/Council%20Period%2017/WG%20Opportunities%2077e90e78ee75411f9a84f4f89e82796f.md), Opening Score (Council%2021/Council%20Period%2017/Opening%20Score%20ce4620cc9d1f49ba99098bf5da73d281.md), Bounty Score (Council%2021/Council%20Period%2017/Bounty%20Score%201cdf20e121f34a2087cb473719ff453e.md), WG Opportunities (Council%2021/Council%20Period%2017/WG%20Opportunities%208e96d4c17f124b2da33ec292bac2e83a.md), Bounty Score (Council%2021/Council%20Period%2017/Bounty%20Score%201065b2d81106491689e8a4555434f7ae.md), Opening Score (Council%2021/Council%20Period%2017/Opening%20Score%20632afc2194284364b719b08b70895784.md)"
Logging,"Grade, Group Specific Scores, Subscore",,,LOGGING_SCORE,Storage,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/storage-providers-score#system_score,Not Completed,,,Storage Score (Council%2021/Council%20Period%2017/Storage%20Score%20bd78402a34fc4e3aa16f90c56db64574.md),,,,No,,
WG Summary,"Document, Forum Post, General WG Score, Grade, Proposal, Subscore, Summary",,,SUMMARY_SCORE,Marketing,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-summary,Not Completed,,,General WG Score (Council%2021/Council%20Period%2017/General%20WG%20Score%20cee0cc643d944d34a7d45a3beede7b8e.md),,,,No,,
Missing Judgement,"Catastrophic Errors, Grade, Spot Check",,,,HR,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/human-resources-score.md#catastrophic-errors,Not Completed,,,,,,,No,,
Featured Content Unplayable,"Catastrophic Errors, Grade, Spot Check",,,,Content,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/content-directory-score.md#featured-content-unplayable,Not Completed,,,Content Score (Council%2021/Council%20Period%2017/Content%20Score%207803dc73d4f74f2d8110548f8bd91c86.md),,,,No,,
Council Period Summary,"Document, Forum Post, Grade, Master Score, Proposal",,https://dao.joystream.org/#/forum/category/4,SUMMARY_SCORE,Council,https://github.com/Joystream/handbook/blob/e9747eb6c4501b603f85bd35993faa8a057ac673/testnet/council-period-scoring/README.md#council-period-summary,Not Completed,,,Network Performance Score (Council%2021/Council%20Period%2017/Network%20Performance%20Score%202dcdb268a15b464cbbf7d75f1c9654e2.md),,,,No,,
Opening Score,"General WG Score, Subscore",,,OPENING_SCORE,Content,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md#score,Not Completed,,,General WG Score (Council%2021/Council%20Period%2017/General%20WG%20Score%2035a1074b057446808308068488d0b999.md),,,,No,,
Distributors Report,"Document, Forum Post, Grade, Group Specific Scores, Subscore",,https://dao.joystream.org/#/forum/category/15,REPORT_SCORE,Distributors,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/distributors-score#report_score,Not Completed,"Untitled (https://www.notion.so/e4ea2a85b1a84f88ba97c3580f685a09?pvs=21) ",,Distributor Score (Council%2021/Council%20Period%2017/Distributor%20Score%20440ac3bc6398466a8e120330b8b7a922.md),,,,No,,
WG Summary,"Document, Forum Post, General WG Score, Grade, Subscore, Summary",,,SUMMARY_SCORE,Distributors,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-summary,Not Completed,,,General WG Score (Council%2021/Council%20Period%2017/General%20WG%20Score%201b76731bdc864035b9d49b07fceb8d53.md),,,,No,,
Storage Report,"Document, Forum Post, Grade, Group Specific Scores, Proposal, Report",,https://dao.joystream.org/#/forum/category/13,REPORT_SCORE,Storage,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/storage-providers-score#report_score,Not Completed,,,Storage Score (Council%2021/Council%20Period%2017/Storage%20Score%20bd78402a34fc4e3aa16f90c56db64574.md),,,,No,,
Interaction Logging Score,"Group Specific Scores, Subscore",,,INTERACTION_LOGGING_SCORE,HR,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/human-resources-score#interaction_logging_score,Not Completed,,,HR Score (Council%2021/Council%20Period%2017/HR%20Score%207bb079bec3cf4e4ca334f51a99cf9951.md),,,,No,,
WG Period Plan,"Document, Forum Post, General WG Score, Grade, Plan, Proposal, Subscore",https://dao.joystream.org/#/forum/thread/47?post=640,https://dao.joystream.org/#/forum/thread/47,PLAN_SCORE,Builders,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-period-plan,Not Completed,,,General WG Score (Council%2021/Council%20Period%2017/General%20WG%20Score%200367cf77db8e49cb989f9438f02e0144.md),,,,No,,
WG Period Plan,"Document, Forum Post, General WG Score, Grade, Proposal, Subscore",,,PLAN_SCORE,Marketing,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-period-plan,Not Completed,,,General WG Score (Council%2021/Council%20Period%2017/General%20WG%20Score%20cee0cc643d944d34a7d45a3beede7b8e.md),,,,No,,
General WG Score,"Composite Grade, General WG Score",,,GENERAL_WG_SCORE,HR,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md,Not Completed,,,HR Score (Council%2021/Council%20Period%2017/HR%20Score%207bb079bec3cf4e4ca334f51a99cf9951.md),,,,No,,"WG Period Plan (Council%2021/Council%20Period%2017/WG%20Period%20Plan%205b1232c218124021aa9468e7d44c4489.md), WG Summary (Council%2021/Council%20Period%2017/WG%20Summary%208207cfcbc4e642a581f9a0385f473f65.md), WG Opportunities (Council%2021/Council%20Period%2017/WG%20Opportunities%20a1d6a9f6af7b4762a94f88d616ec6071.md), Opening Score (Council%2021/Council%20Period%2017/Opening%20Score%20f114c7ae08674e2cb5d339d4759dae1c.md), Bounty Score (Council%2021/Council%20Period%2017/Bounty%20Score%206cf1a2f3e9de47be8f516ea69c74309e.md)"
Inadequate Report,Catastrophic Errors,,,,Marketing,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/marketers-score#inadequate-report,Not Completed,,,,,,,No,,
General WG Score,"Composite Grade, General WG Score",,,GENERAL_WG_SCORE,Distributors,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md,Not Completed,,,Distributor Score (Council%2021/Council%20Period%2017/Distributor%20Score%20440ac3bc6398466a8e120330b8b7a922.md),,,,No,,"WG Period Plan (Council%2021/Council%20Period%2017/WG%20Period%20Plan%207bcca344f9044f62bd5641a82fa58e86.md), WG Summary (Council%2021/Council%20Period%2017/WG%20Summary%20a3705667c3774c7ea130196cd1a68107.md), WG Opportunities (Council%2021/Council%20Period%2017/WG%20Opportunities%20a87f5f46cf834a268aafd5d1516e0cbe.md), Opening Score (Council%2021/Council%20Period%2017/Opening%20Score%208e3b8556133d49928310c56fd35d35ec.md), Bounty Score (Council%2021/Council%20Period%2017/Bounty%20Score%20c87ae38f3bf441b2b33386aab547e183.md)"
WG Opportunities,"General WG Score, Grade, Spot Check, Subscore",,,WORKER_OPPORTUNITIES_SCORE,Distributors,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#worker-opportunities,Not Completed,,,General WG Score (Council%2021/Council%20Period%2017/General%20WG%20Score%201b76731bdc864035b9d49b07fceb8d53.md),,,,No,,
Uploads,"Grade, Group Specific Scores, Subscore",,,UPLOAD_SCORE,Storage,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/storage-providers-score#upload_score,Not Completed,,,Storage Score (Council%2021/Council%20Period%2017/Storage%20Score%20bd78402a34fc4e3aa16f90c56db64574.md),,,,No,,
Response Time,"Group Specific Scores, Subscore",,,RESPONSE_TIME_SCORE,HR,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/human-resources-score#response_time_score,Not Completed,,,HR Score (Council%2021/Council%20Period%2017/HR%20Score%207bb079bec3cf4e4ca334f51a99cf9951.md),,,,No,,
Workflow Violation,Catastrophic Errors,,,,Marketing,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/marketers-score#inadequate-report-1,Not Completed,,,,,,,No,,
Forum Report,"Document, Forum Post, Grade, Group Specific Scores, Subscore",,,REPORT_SCORE,Forum,,Not Completed,,,Forum Score (Council%2021/Council%20Period%2017/Forum%20Score%205545285c8b1340a1ab98db0a10c7f64a.md),,,,No,,
Bounty Score,"General WG Score, Subscore",,,BOUNTY_SCORE,Marketing,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md#score,Not Completed,,,"General WG Score (Council%2021/Council%20Period%2017/General%20WG%20Score%20b0a096bdbba349d48427527695e60405.md), General WG Score (Council%2021/Council%20Period%2017/General%20WG%20Score%20cee0cc643d944d34a7d45a3beede7b8e.md)",,,,No,,
WG Opportunities,"Document, Forum Post, General WG Score, Grade",,,WORKER_OPPORTUNITIES_SCORE,Marketing,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#worker-opportunities,Not Completed,,,"General WG Score (Council%2021/Council%20Period%2017/General%20WG%20Score%20b0a096bdbba349d48427527695e60405.md), General WG Score (Council%2021/Council%20Period%2017/General%20WG%20Score%20cee0cc643d944d34a7d45a3beede7b8e.md)",,,,No,,
WG Opportunities,"General WG Score, Grade, Spot Check, Subscore",,,WORKER_OPPORTUNITIES_SCORE,HR,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#worker-opportunities,Not Completed,,,General WG Score (Council%2021/Council%20Period%2017/General%20WG%20Score%20013008c6907b4c58b3b9535d85c996e2.md),,,,No,,
Failure to apply moderation rules,"Catastrophic Errors, Grade, Spot Check",,,,Content,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/content-directory-score.md#failure-to-apply-moderation-rules,Not Completed,,,Content Score (Council%2021/Council%20Period%2017/Content%20Score%207803dc73d4f74f2d8110548f8bd91c86.md),,,,No,,
Inadequate Report,"Catastrophic Errors, Grade, Spot Check",,,,HR,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/human-resources-score.md#inadequate-report,Not Completed,,,,,,,No,,
No available sources for data object,"Catastrophic Errors, Grade, Spot Check",,,,Distributors,https://github.com/Joystream/handbook/blob/58e635d7391893b718b137c69a182199aeb66ab8/testnet/council-period-scoring/distributors-score.md#catastrophic-errors,Not Completed,,,,,,,No,,
General WG Score,"Composite Grade, General WG Score, Subscore",,,GENERAL_WG_SCORE,Builders,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/builders-score.md#general_wg_score,Not Completed,,,Builder Score (Council%2021/Council%20Period%2017/Builder%20Score%20eb28116529474ccca2fe96572798b055.md),,,,No,,"WG Period Plan (Council%2021/Council%20Period%2017/WG%20Period%20Plan%202334506a83064485b64fb5b1cfe330fe.md), WG Summary (Council%2021/Council%20Period%2017/WG%20Summary%20dccc644e813a4a41a75c01753004440f.md), WG Opportunities (Council%2021/Council%20Period%2017/WG%20Opportunities%20daa9a8a11f3047f995df240dec3035d3.md), Opening Score (Council%2021/Council%20Period%2017/Opening%20Score%206107e002ed5f4b5d8bb035f274349c14.md), Bounty Score (Council%2021/Council%20Period%2017/Bounty%20Score%201c229378f24e43b09de3b219428b9148.md)"
WG Period Plan,"Document, Forum Post, General WG Score, Grade, Proposal, Subscore",,,PLAN_SCORE,Forum,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-period-plan,Not Completed,,,General WG Score (Council%2021/Council%20Period%2017/General%20WG%20Score%20b0a096bdbba349d48427527695e60405.md),,,,No,,
Bounty Score,"General WG Score, Subscore",,,BOUNTY_SCORE,Content,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md#score,Not Completed,,,General WG Score (Council%2021/Council%20Period%2017/General%20WG%20Score%2035a1074b057446808308068488d0b999.md),,,,No,,
HR Report,"Group Specific Scores, Subscore",,,REPORT_SCORE,HR,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/human-resources-score#report_score,Not Completed,,,HR Score (Council%2021/Council%20Period%2017/HR%20Score%207bb079bec3cf4e4ca334f51a99cf9951.md),,,,No,,
Moderation Score,"Grade, Group Specific Scores, Spot Check",,,MODERATION_SCORE,Forum,https://github.com/Joystream/handbook/blob/e9747eb6c4501b603f85bd35993faa8a057ac673/testnet/council-period-scoring/forum-score.md#moderation_score,Not Completed,,,Forum Score (Council%2021/Council%20Period%2017/Forum%20Score%205545285c8b1340a1ab98db0a10c7f64a.md),,,,No,,
Total Breaches of Policy,"Catastrophic Errors, Grade, Spot Check",,,TOTAL_BREACHES_OF_POLICY,Content,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/content-directory-score.md#moderation_score,Not Completed,,,"Moderation Score (Council%2021/Council%20Period%2017/Moderation%20Score%208bb7f7d7fadd45d3a7e5ac98831d8dd0.md), Curation Testing Score (Council%2021/Council%20Period%2017/Curation%20Testing%20Score%20c50464662ab544c3acf926a9bf345f2e.md)",,,,No,,
Person Logging Score,"Group Specific Scores, Subscore",,,PERSON_LOGGING_SCORE,HR,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/human-resources-score#person_logging_score,Not Completed,,,HR Score (Council%2021/Council%20Period%2017/HR%20Score%207bb079bec3cf4e4ca334f51a99cf9951.md),,,,No,,
Bounty Score,"General WG Score, Subscore",,,BOUNTY_SCORE,Distributors,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md#score,Not Completed,,,General WG Score (Council%2021/Council%20Period%2017/General%20WG%20Score%201b76731bdc864035b9d49b07fceb8d53.md),,,,No,,
Block time too low,"Catastrophic Errors, Grade, Spot Check",,,,Council,https://github.com/Joystream/handbook/tree/master/testnet/council-period-scoring#block-time-too-low,Not Completed,,,,,,,No,,
Content Score,"Composite Grade, Master Score",,,CONTENT_SCORE,Content,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/content-directory-score.md#score,Not Completed,,,Network Performance Score (Council%2021/Council%20Period%2017/Network%20Performance%20Score%202dcdb268a15b464cbbf7d75f1c9654e2.md),,,,No,,"General WG Score (Council%2021/Council%20Period%2017/General%20WG%20Score%2035a1074b057446808308068488d0b999.md), Content Report (Council%2021/Council%20Period%2017/Content%20Report%208d3009f1a8544881827d34bf393ae465.md), Featuring Score (Council%2021/Council%20Period%2017/Featuring%20Score%202e8ff8470fff4769835b8b1a6ec29850.md), Moderation Score (Council%2021/Council%20Period%2017/Moderation%20Score%208bb7f7d7fadd45d3a7e5ac98831d8dd0.md), Logging does not occur (Council%2021/Council%20Period%2017/Logging%20does%20not%20occur%209a63587eff0b4603ad19240a411b8f5d.md), Featured Content Unplayable (Council%2021/Council%20Period%2017/Featured%20Content%20Unplayable%20b0499a595977419694e2d9dab793da11.md), Failure to apply moderation rules (Council%2021/Council%20Period%2017/Failure%20to%20apply%20moderation%20rules%20ca7214f1e8944f6a919dce2326b86eb6.md), Curation Testing Score (Council%2021/Council%20Period%2017/Curation%20Testing%20Score%20c50464662ab544c3acf926a9bf345f2e.md)"
General WG Score,"Composite Grade, General WG Score",,,GENERAL_WG_SCORE,Storage,,Not Completed,,,Storage Score (Council%2021/Council%20Period%2017/Storage%20Score%20bd78402a34fc4e3aa16f90c56db64574.md),,,,No,,"WG Summary (Council%2021/Council%20Period%2017/WG%20Summary%20bc99b33a488e400bb66567d61486d5e2.md), WG Period Plan (Council%2021/Council%20Period%2017/WG%20Period%20Plan%2018a8e17550534836b52da149a8c8d1b1.md), WG Opportunities (Council%2021/Council%20Period%2017/WG%20Opportunities%20daa9a8a11f3047f995df240dec3035d3.md), Opening Score (Council%2021/Council%20Period%2017/Opening%20Score%20b9589afb3e4a44efb89312e5cb5cd02f.md), Bounty Score (Council%2021/Council%20Period%2017/Bounty%20Score%20e7ac1735a95a4250a137b7986a0b3264.md)"
WG Opportunities,"General WG Score, Grade, Spot Check, Subscore",,,WORKER_OPPORTUNITIES_SCORE,Builders,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#worker-opportunities,Not Completed,,,,,,,No,,
Missed runtime upgrade,"Catastrophic Errors, Grade, Spot Check",,,,Council,https://github.com/Joystream/handbook/tree/master/testnet/council-period-scoring#missed-runtime-upgrade,Not Completed,,,,,,,No,,
Builder Score,"Composite Grade, Master Score",,,BUILDER_SCORE,Builders,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/builders-score.md#score,Not Completed,,,Network Performance Score (Council%2021/Council%20Period%2017/Network%20Performance%20Score%202dcdb268a15b464cbbf7d75f1c9654e2.md),,,,No,,"General WG Score (Council%2021/Council%20Period%2017/General%20WG%20Score%200367cf77db8e49cb989f9438f02e0144.md), Builders Report (Council%2021/Council%20Period%2017/Builders%20Report%2087e0b477f64d4e89a7e564599945360a.md), Testing (Council%2021/Council%20Period%2017/Testing%20d0b58a2cc9474ceb81b611cbff72bf23.md), Pioneer Development (Council%2021/Council%20Period%2017/Pioneer%20Development%20b90690470c19458ba5db67051fe4f8b6.md), General Development (Council%2021/Council%20Period%2017/General%20Development%20f44da56e993b45ca92d72dc2d8733965.md)"
WG Summary,"Document, Forum Post, General WG Score, Grade, Proposal, Subscore, Summary",,,SUMMARY_SCORE,Forum,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-summary,Not Completed,,,"General WG Score (Council%2021/Council%20Period%2017/General%20WG%20Score%20b0a096bdbba349d48427527695e60405.md), General WG Score (Council%2021/Council%20Period%2017/General%20WG%20Score%20cee0cc643d944d34a7d45a3beede7b8e.md)",,,,No,,
Moderation Score,"Group Specific Scores, Subscore",,,MODERATION_SCORE,Content,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/content-directory-score#moderation_score,Not Completed,,,Content Score (Council%2021/Council%20Period%2017/Content%20Score%207803dc73d4f74f2d8110548f8bd91c86.md),,,,No,,Total Breaches of Policy (Council%2021/Council%20Period%2017/Total%20Breaches%20of%20Policy%20461216da2677487891bcd8a2b4a7ae48.md)
General Development,"Grade, Group Specific Scores, Spot Check, Subscore",,,GENERAL_DEVELOPMENT_SCORE,Builders,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/builders-score#general_development_score,Not Completed,,,Builder Score (Council%2021/Council%20Period%2017/Builder%20Score%20eb28116529474ccca2fe96572798b055.md),,,,No,,
