Name,Attributes,Forum Link,Forum Report Source,Grade Name,Group,Handbook Link,JSG Grading Status,Notion Link,Notion Source Link,Parent Score,Proposal Link,Score,Score Notes,Spot Check Completed,Submitted [Block],Submitted [Timestamp],Submitted [date/time],Subscores
Opening Score,"General WG Score, Subscore",,,OPENING_SCORE,Marketing,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md#score,Completed,,,"General WG Score (Council%2012/Council%20Period%2012/General%20WG%20Score%2026d436d6a638405299ac15f6c516786d.md), General WG Score (Council%2012/Council%20Period%2012/General%20WG%20Score%204fad7561bd90486c9c0808f3060eff7a.md)",,0.402,,No,,,,
Failure to apply moderation rules,"Catastrophic Errors, Grade, Spot Check",,,,Content,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/content-directory-score.md#failure-to-apply-moderation-rules,Not Completed,,,Content Score (Council%2012/Council%20Period%2012/Content%20Score%20b08dfe436167478896a2484a781b2310.md),,,,No,,,,
WG Opportunities,"General WG Score, Grade, Spot Check, Subscore",,,WORKER_OPPORTUNITIES_SCORE,HR,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#worker-opportunities,Completed,,,General WG Score (Council%2012/Council%20Period%2012/General%20WG%20Score%20cb91297f5ef646c4a12dae36eba3abe5.md),,1,,No,,,,
Documentation Score,"Grade, Subscore",,,DOCUMENTATION_SCORE,Marketing,,Not Completed,,,,,,,No,,,,
Forum Score,"Composite Grade, Master Score",,,FORUM_SCORE,Forum,https://github.com/Joystream/handbook/blob/e9747eb6c4501b603f85bd35993faa8a057ac673/testnet/council-period-scoring/forum-score.md#score,Completed,,,,,0.676,,No,,,,"Forum Report (Council%2012/Council%20Period%2012/Forum%20Report%20c85fb1ae5cdd4a1995fc40874dedf826.md), General WG Score (Council%2012/Council%20Period%2012/General%20WG%20Score%2026d436d6a638405299ac15f6c516786d.md), Moderation Score (Council%2012/Council%20Period%2012/Moderation%20Score%206e876c6d5cb94729ac8049be59e4ce85.md), General WG Score (Council%2012/Council%20Period%2012/General%20WG%20Score%204fad7561bd90486c9c0808f3060eff7a.md)"
Content Report,"Forum Post, Group Specific Scores",,,REPORT_SCORE,Content,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/content-directory-score#report_score,Completed,,,Content Score (Council%2012/Council%20Period%2012/Content%20Score%20b08dfe436167478896a2484a781b2310.md),,0,No Submission found (at all),No,,,,
Marketing Score,Master Score,,,MARKETER_SCORE,Marketing,,Completed,,,,,0.652,,No,,,,
WG Opportunities,"Document, Forum Post, General WG Score, Grade",,,WORKER_OPPORTUNITIES_SCORE,Marketing,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#worker-opportunities,Completed,,,"General WG Score (Council%2012/Council%20Period%2012/General%20WG%20Score%2026d436d6a638405299ac15f6c516786d.md), General WG Score (Council%2012/Council%20Period%2012/General%20WG%20Score%204fad7561bd90486c9c0808f3060eff7a.md)",,1,,No,,,,
Pioneer Development,"Grade, Group Specific Scores, Spot Check, Subscore",,,PIONEER_DEVELOPMENT_SCORE,Builders,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/builders-score#pioneer_development_score,Completed,,,Builder Score (Council%2012/Council%20Period%2012/Builder%20Score%202b5d19c81dd44011adf5d62dd7bd0452.md),,0.167,,No,,,,
General WG Score,"Composite Grade, General WG Score",,,GENERAL_WG_SCORE,Distributors,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md,Calculation,,,Distributor Score (Council%2012/Council%20Period%2012/Distributor%20Score%207d6cf020570c4b519936a2cd1b8e7a39.md),,0.774,,No,,,,"WG Period Plan (Council%2012/Council%20Period%2012/WG%20Period%20Plan%20083e0381ff4f49fdbafad2af3d81918e.md), WG Summary (Council%2012/Council%20Period%2012/WG%20Summary%20496e5a1e846d4d75a5f3d8de0e67a6f9.md), WG Opportunities (Council%2012/Council%20Period%2012/WG%20Opportunities%203132cc2a350a460c92828e575427571d.md), Opening Score (Council%2012/Council%20Period%2012/Opening%20Score%2054b26daf08924402a18649c4981bbfea.md), Bounty Score (Council%2012/Council%20Period%2012/Bounty%20Score%20a6c0e75a20da4e09b78db45f2041b7c5.md)"
Opening Score,"General WG Score, Subscore",,,OPENING_SCORE,Forum,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md#score,Completed,,,"General WG Score (Council%2012/Council%20Period%2012/General%20WG%20Score%2026d436d6a638405299ac15f6c516786d.md), General WG Score (Council%2012/Council%20Period%2012/General%20WG%20Score%204fad7561bd90486c9c0808f3060eff7a.md)",,0.29,,No,,,,
Inadequate Report,"Catastrophic Errors, Grade, Spot Check",,,,HR,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/human-resources-score.md#inadequate-report,Not Completed,,,,,,,No,,,,
Moderation Score,"Group Specific Scores, Subscore",,,MODERATION_SCORE,Content,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/content-directory-score#moderation_score,Completed,,,Content Score (Council%2012/Council%20Period%2012/Content%20Score%20b08dfe436167478896a2484a781b2310.md),,1,,No,,,,Total Breaches of Policy (Council%2012/Council%20Period%2012/Total%20Breaches%20of%20Policy%2021f3921bc18e4cb1837315264ba160c3.md)
Opening Score,"General WG Score, Subscore",,,OPENING_SCORE,Content,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md#score,Completed,,,General WG Score (Council%2012/Council%20Period%2012/General%20WG%20Score%20f06980011a00451e994f06bf2b6ad23a.md),,0.686,,No,,,,
Bounty Score,"General WG Score, Subscore",,,BOUNTY_SCORE,Forum,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md#score,Completed,,,"General WG Score (Council%2012/Council%20Period%2012/General%20WG%20Score%2026d436d6a638405299ac15f6c516786d.md), General WG Score (Council%2012/Council%20Period%2012/General%20WG%20Score%204fad7561bd90486c9c0808f3060eff7a.md)",,0,,No,,,,
WG Opportunities,"Document, Forum Post, General WG Score, Grade",,,WORKER_OPPORTUNITIES_SCORE,Forum,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#worker-opportunities,Completed,,,"General WG Score (Council%2012/Council%20Period%2012/General%20WG%20Score%2026d436d6a638405299ac15f6c516786d.md), General WG Score (Council%2012/Council%20Period%2012/General%20WG%20Score%204fad7561bd90486c9c0808f3060eff7a.md)",,0.167,,No,,,,
Marketing Report,"Document, Forum Post, Proposal, Report",https://dao.joystream.org/#/forum/thread/300,,REPORT_SCORE,Marketing,,Data input - grading req,,,,,,On time,No,1262164,,,
Featured Content Unplayable,"Catastrophic Errors, Grade, Spot Check",,,,Content,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/content-directory-score.md#featured-content-unplayable,Not Completed,,,Content Score (Council%2012/Council%20Period%2012/Content%20Score%20b08dfe436167478896a2484a781b2310.md),,,,No,,,,
Total $tJOY exceeds tJOY_BUDGET,"Catastrophic Errors, Grade, Spot Check",,,,Council,https://github.com/Joystream/handbook/tree/master/testnet/council-period-scoring#total-tjoy-exceeds-tjoy_budget,Not Completed,,,,,,,No,,,,
Bounty Score,"General WG Score, Subscore",,,BOUNTY_SCORE,Marketing,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md#score,Not Completed,,,"General WG Score (Council%2012/Council%20Period%2012/General%20WG%20Score%2026d436d6a638405299ac15f6c516786d.md), General WG Score (Council%2012/Council%20Period%2012/General%20WG%20Score%204fad7561bd90486c9c0808f3060eff7a.md)",,,,No,,,,
Inadequate Report,Catastrophic Errors,,,,Marketing,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/marketers-score#inadequate-report,Not Completed,,,,,,,No,,,,
HR Report,"Group Specific Scores, Subscore",,,REPORT_SCORE,HR,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/human-resources-score#report_score,Data input - grading req,"Report 12.06.2022-18.06.2022 (Council 12) (https://www.notion.so/Report-12-06-2022-18-06-2022-Council-12-f395196a45dc4ab4a7d494c2248ae7bf?pvs=21) ",,HR Score (Council%2012/Council%20Period%2012/HR%20Score%20db46b31a95e24ab890ea00725ba164a4.md),,0.95,Only done on Notion,No,,,,
WG Period Plan,"Document, Forum Post, General WG Score, Plan, Proposal",https://dao.joystream.org/#/forum/thread/263,,PLAN_SCORE,Content,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-period-plan,Completed,,,General WG Score (Council%2012/Council%20Period%2012/General%20WG%20Score%20f06980011a00451e994f06bf2b6ad23a.md),,0.8,Late submission,No,1246335,,,
WG Summary,"Document, Forum Post, General WG Score, Grade, Subscore, Summary",https://dao.joystream.org/#/forum/thread/296,,SUMMARY_SCORE,Distributors,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-summary,Completed,,,General WG Score (Council%2012/Council%20Period%2012/General%20WG%20Score%205052b5752f794d3386b1117850b7d15d.md),,1,On time,No,1259619,,,
Unwarranted deletion,Catastrophic Errors,,,,Forum,,Not Completed,,,,,,,No,,,,
On chain Budget and Opening proposals without JOY equivalent,"Catastrophic Errors, Grade, Spot Check",,,,Council,https://github.com/Joystream/handbook/tree/master/testnet/council-period-scoring#on-chain-budget-and-opening-proposals-without-joy-equivalent,Not Completed,,,,,,,No,,,,
Total Breaches of Policy,"Catastrophic Errors, Grade, Spot Check",,,TOTAL_BREACHES_OF_POLICY,Content,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/content-directory-score.md#moderation_score,Not Completed,,,"Moderation Score (Council%2012/Council%20Period%2012/Moderation%20Score%204a0c0d7722284b349d93f22d481a1d6b.md), Curation Testing Score (Council%2012/Council%20Period%2012/Curation%20Testing%20Score%2096ffab775a484d32a2646ab838c61e65.md)",,,,No,,,,
Block time too low,"Catastrophic Errors, Grade, Spot Check",,,,Council,https://github.com/Joystream/handbook/tree/master/testnet/council-period-scoring#block-time-too-low,Not Completed,,,,,,,No,,,,
Upgrading non-Jsgenesis runtime,"Catastrophic Errors, Grade, Spot Check",,,,Council,https://github.com/Joystream/handbook/tree/master/testnet/council-period-scoring#upgrading-non-jsgenesis-runtime,Not Completed,,,,,,,No,,,,
Person Logging Score,"Group Specific Scores, Subscore",,,PERSON_LOGGING_SCORE,HR,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/human-resources-score#person_logging_score,Completed,,,HR Score (Council%2012/Council%20Period%2012/HR%20Score%20db46b31a95e24ab890ea00725ba164a4.md),,0.667,,No,,,,
Forum Report,"Document, Forum Post, Grade, Group Specific Scores, Subscore",https://dao.joystream.org/#/forum/thread/304,,REPORT_SCORE,Forum,,Data input - grading req,,,Forum Score (Council%2012/Council%20Period%2012/Forum%20Score%20058ae7e2edd64cc7abd0b755207262a5.md),,0.8,On time,No,1264242,,,
General Development,"Grade, Group Specific Scores, Spot Check, Subscore",,,GENERAL_DEVELOPMENT_SCORE,Builders,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/builders-score#general_development_score,Completed,,,Builder Score (Council%2012/Council%20Period%2012/Builder%20Score%202b5d19c81dd44011adf5d62dd7bd0452.md),,0,,No,,,,
WG Period Plan,"Document, Forum Post, General WG Score, Grade, Proposal",https://dao.joystream.org/#/forum/thread/262,,PLAN_SCORE,Distributors,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-period-plan,Completed,,,General WG Score (Council%2012/Council%20Period%2012/General%20WG%20Score%205052b5752f794d3386b1117850b7d15d.md),,1,On time,No,1173225,,,
Builders Report,"Document, Forum Post, Grade, Group Specific Scores, Subscore",https://dao.joystream.org/#/forum/thread/301,,REPORT_SCORE,Builders,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/builders-score,Completed,,,Builder Score (Council%2012/Council%20Period%2012/Builder%20Score%202b5d19c81dd44011adf5d62dd7bd0452.md),,0.9,,No,1262874,,,
Research Score,"Group Specific Scores, Subscore",,,RESEARCH_SCORE,Storage,,Completed,,,,,0,,No,,,,
Lead Opportunities,"Grade, Master Score",,,LEAD_OPPORTUNITIES_SCORE,Council,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring#lead-opportunities,Completed,,,Network Performance Score (Council%2012/Council%20Period%2012/Network%20Performance%20Score%20df364e5f888146fe84fa0f66484c0bc7.md),,1,,No,,,,
Moderation Score,"Grade, Group Specific Scores, Spot Check",,,MODERATION_SCORE,Forum,https://github.com/Joystream/handbook/blob/e9747eb6c4501b603f85bd35993faa8a057ac673/testnet/council-period-scoring/forum-score.md#moderation_score,Completed,,,Forum Score (Council%2012/Council%20Period%2012/Forum%20Score%20058ae7e2edd64cc7abd0b755207262a5.md),,1,,No,,,,
Distributor Score,"Composite Grade, Master Score",,,DISTRIBUTOR_SCORE,Distributors,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/distributors-score.md#score,Completed,,,Network Performance Score (Council%2012/Council%20Period%2012/Network%20Performance%20Score%20df364e5f888146fe84fa0f66484c0bc7.md),,0.4458,,No,,,,"System (Council%2012/Council%20Period%2012/System%2040c29b07b88a4b56afc9d5c310c667fb.md), General WG Score (Council%2012/Council%20Period%2012/General%20WG%20Score%205052b5752f794d3386b1117850b7d15d.md), Distributors Report (Council%2012/Council%20Period%2012/Distributors%20Report%20a4ea4e202d974100871932cceb45133d.md)"
Logging does not occur,"Catastrophic Errors, Grade, Spot Check",,,,Content,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/content-directory-score.md#catastrophic-errors,Not Completed,,,Content Score (Council%2012/Council%20Period%2012/Content%20Score%20b08dfe436167478896a2484a781b2310.md),,,,No,,,,
General WG Score,"Composite Grade, General WG Score, Subscore",,,GENERAL_WG_SCORE,Builders,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/builders-score.md#general_wg_score,Completed,,,Builder Score (Council%2012/Council%20Period%2012/Builder%20Score%202b5d19c81dd44011adf5d62dd7bd0452.md),,0.639,,No,,,,"WG Period Plan (Council%2012/Council%20Period%2012/WG%20Period%20Plan%20ae39e9ce4c504c9caec532ef992ca8e3.md), WG Summary (Council%2012/Council%20Period%2012/WG%20Summary%2008659655c698460f83b3e867d4b5e8fc.md), WG Opportunities (Council%2012/Council%20Period%2012/WG%20Opportunities%2065d0b516f87d495c910569bac92986e9.md), Opening Score (Council%2012/Council%20Period%2012/Opening%20Score%20e34eb58aeaab4b45bc2804442aa46e2f.md), Bounty Score (Council%2012/Council%20Period%2012/Bounty%20Score%203cc230113567485e87fe93db41113f38.md)"
Distributors Report,"Document, Forum Post, Grade, Group Specific Scores, Subscore",,https://dao.joystream.org/#/forum/category/15,REPORT_SCORE,Distributors,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/distributors-score#report_score,Completed,"Untitled (https://www.notion.so/e4ea2a85b1a84f88ba97c3580f685a09?pvs=21) ",,Distributor Score (Council%2012/Council%20Period%2012/Distributor%20Score%207d6cf020570c4b519936a2cd1b8e7a39.md),,0.514,Only done on Notion,No,,,,
General WG Score,"Composite Grade, General WG Score",,,GENERAL_WG_SCORE,HR,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md,Completed,,,HR Score (Council%2012/Council%20Period%2012/HR%20Score%20db46b31a95e24ab890ea00725ba164a4.md),,0.667,,No,,,,"WG Period Plan (Council%2012/Council%20Period%2012/WG%20Period%20Plan%20eff53aaf5e0e4e6690d39a2feb1d7a8c.md), WG Summary (Council%2012/Council%20Period%2012/WG%20Summary%20584d8ab08b9f46588a5238e9c3364315.md), WG Opportunities (Council%2012/Council%20Period%2012/WG%20Opportunities%2057c280a0ffbe48728af6596ac3a86bed.md), Opening Score (Council%2012/Council%20Period%2012/Opening%20Score%20125fddabf30444ffa28e7186fc498eb5.md), Bounty Score (Council%2012/Council%20Period%2012/Bounty%20Score%206ff6f56633db420ba73e08786322b4da.md)"
WG Opportunities,"General WG Score, Grade, Spot Check, Subscore",,,WORKER_OPPORTUNITIES_SCORE,Builders,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#worker-opportunities,Completed,,,,,0.25,,No,,,,
WG Summary,"Document, Forum Post, General WG Score, Grade, Subscore",https://dao.joystream.org/#/forum/thread/299,,SUMMARY_SCORE,Storage,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-summary,Completed,,,General WG Score (Council%2012/Council%20Period%2012/General%20WG%20Score%20744c2bf3d4c34535be8f4f4ff56974eb.md),,1,On time,No,1261356,,,
Meeting score,"Forum Post, Master Score",,,MEETING_SCORE,Council,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring#council-handover-meeting,Completed,,,Network Performance Score (Council%2012/Council%20Period%2012/Network%20Performance%20Score%20df364e5f888146fe84fa0f66484c0bc7.md),,1,,No,,,,
Interaction Logging Score,"Group Specific Scores, Subscore",,,INTERACTION_LOGGING_SCORE,HR,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/human-resources-score#interaction_logging_score,Completed,,,HR Score (Council%2012/Council%20Period%2012/HR%20Score%20db46b31a95e24ab890ea00725ba164a4.md),,1,,No,,,,
Opening Score,"General WG Score, Subscore",,,OPENING_SCORE,Builders,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md#score,Completed,,,General WG Score (Council%2012/Council%20Period%2012/General%20WG%20Score%20bfec90b4148a4c0184cbac4a82855423.md),,0.944,,No,,,,
WG Period Plan,"Document, Forum Post, General WG Score, Plan, Proposal",https://dao.joystream.org/#/forum/thread/279,,PLAN_SCORE,HR,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-period-plan,To discuss,,,General WG Score (Council%2012/Council%20Period%2012/General%20WG%20Score%20cb91297f5ef646c4a12dae36eba3abe5.md),,0.8,Late submission,No,1217914,,,
Missing Judgement,"Catastrophic Errors, Grade, Spot Check",,,,HR,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/human-resources-score.md#catastrophic-errors,Not Completed,,,,,,,No,,,,
Violation of Content Policy,Catastrophic Errors,,,,Forum,https://github.com/Joystream/handbook/blob/e9747eb6c4501b603f85bd35993faa8a057ac673/testnet/council-period-scoring/forum-score.md#catastrophic-errors,Not Completed,,,,,,,No,,,,
WG Period Plan,"Document, Forum Post, General WG Score, Grade, Proposal, Subscore",https://dao.joystream.org/#/forum/thread/265,,PLAN_SCORE,Marketing,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-period-plan,Completed,,,General WG Score (Council%2012/Council%20Period%2012/General%20WG%20Score%204fad7561bd90486c9c0808f3060eff7a.md),,1,On time,No,1175688,,,
Testing,"Grade, Group Specific Scores, Spot Check, Subscore",,,TESTING_SCORE,Builders,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/builders-score#testing_score,Completed,,,Builder Score (Council%2012/Council%20Period%2012/Builder%20Score%202b5d19c81dd44011adf5d62dd7bd0452.md),,0.733,,No,,,,
WG Opportunities,"General WG Score, Grade, Spot Check, Subscore",,,WORKER_OPPORTUNITIES_SCORE,Storage,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#worker-opportunities,Completed,,,"General WG Score (Council%2012/Council%20Period%2012/General%20WG%20Score%20744c2bf3d4c34535be8f4f4ff56974eb.md), General WG Score (Council%2012/Council%20Period%2012/General%20WG%20Score%20bfec90b4148a4c0184cbac4a82855423.md)",,0.5,,No,,,,
WG Period Plan,"Document, Forum Post, General WG Score, Grade, Proposal, Subscore",https://dao.joystream.org/#/forum/thread/274,,PLAN_SCORE,Forum,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-period-plan,Completed,,,General WG Score (Council%2012/Council%20Period%2012/General%20WG%20Score%2026d436d6a638405299ac15f6c516786d.md),,0.8,Late submission,No,1201321,,,
WG Opportunities,"General WG Score, Grade, Spot Check, Subscore",,,WORKER_OPPORTUNITIES_SCORE,Content,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#worker-opportunities,Completed,,,General WG Score (Council%2012/Council%20Period%2012/General%20WG%20Score%20f06980011a00451e994f06bf2b6ad23a.md),,1,,No,,,,
Missed runtime upgrade,"Catastrophic Errors, Grade, Spot Check",,,,Council,https://github.com/Joystream/handbook/tree/master/testnet/council-period-scoring#missed-runtime-upgrade,Not Completed,,,,,,,No,,,,
Bounty Score,"General WG Score, Subscore",,,BOUNTY_SCORE,Builders,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md#score,Completed,,,General WG Score (Council%2012/Council%20Period%2012/General%20WG%20Score%20bfec90b4148a4c0184cbac4a82855423.md),,0,,No,,,,
Workflow Violation,Catastrophic Errors,,,,Marketing,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/marketers-score#inadequate-report-1,Not Completed,,,,,,,No,,,,
Research Score,"Group Specific Scores, Subscore",,,RESEARCH_SCORE,Distributors,,Completed,,,,,0,,No,,,,
Builder Score,"Composite Grade, Master Score",,,BUILDER_SCORE,Builders,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/builders-score.md#score,Completed,,,Network Performance Score (Council%2012/Council%20Period%2012/Network%20Performance%20Score%20df364e5f888146fe84fa0f66484c0bc7.md),,0.513,,No,,,,"General WG Score (Council%2012/Council%20Period%2012/General%20WG%20Score%20bfec90b4148a4c0184cbac4a82855423.md), Builders Report (Council%2012/Council%20Period%2012/Builders%20Report%20601c9c730b8a4d7a8b430c3725a91ea1.md), Testing (Council%2012/Council%20Period%2012/Testing%2043324fba816041319a06b425061d2981.md), Pioneer Development (Council%2012/Council%20Period%2012/Pioneer%20Development%202c015246d25f4501874ffa3c11017f19.md), General Development (Council%2012/Council%20Period%2012/General%20Development%20079b4fbf599b4de0be4a823731e28539.md)"
Storage Score,"Composite Grade, Master Score",,,STORAGE_SCORE,Storage,,Completed,,,Network Performance Score (Council%2012/Council%20Period%2012/Network%20Performance%20Score%20df364e5f888146fe84fa0f66484c0bc7.md),,0.657,,No,,,,"Uploads (Council%2012/Council%20Period%2012/Uploads%20254d86b7774445d2a59ff1ae69f60c38.md), General WG Score (Council%2012/Council%20Period%2012/General%20WG%20Score%20744c2bf3d4c34535be8f4f4ff56974eb.md), System (Council%2012/Council%20Period%2012/System%203704109b728f46f8a525f95631c3ce49.md), Storage Report (Council%2012/Council%20Period%2012/Storage%20Report%20de84be5655dc41ac9364caf6d71ec99e.md), Logging (Council%2012/Council%20Period%2012/Logging%201ec332e86b1b4f46ac8c844395d1f6f7.md)"
System,"Grade, Group Specific Scores, Subscore",,,SYSTEM_SCORE,Storage,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/storage-providers-score#system_score,Completed,,,Storage Score (Council%2012/Council%20Period%2012/Storage%20Score%203968f349f7b845b9820cbd3eac936a96.md),,0.625,,No,,,,
