Name,Attributes,Forum Link,Forum Report Source,Grade Name,Group,Handbook Link,JSG Grading Status,Notion Link,Notion Source Link,Parent Score,Proposal Link,Score,Score Notes,Spot Check Completed,Submitted [Block],Subscores
Builder Score,"Composite Grade, Master Score",,,BUILDER_SCORE,Builders,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/builders-score.md#score,Completed,,,Network Performance Score (Council%2014/Council%20Period%2014/Network%20Performance%20Score%20b25c7f65c8e549938136f6ed0fe0b4bd.md),,0.562,,No,,"General WG Score (Council%2014/Council%20Period%2014/General%20WG%20Score%2017c797abc76348cfa67438bab3fd75b0.md), Builders Report (Council%2014/Council%20Period%2014/Builders%20Report%20e487ee4034b343f1912737a1f74fac06.md), Testing (Council%2014/Council%20Period%2014/Testing%20f2b57ca1c8094518851fb93606080b41.md), Pioneer Development (Council%2014/Council%20Period%2014/Pioneer%20Development%2051fb4dbc332244339fb3cf63ef0dd9a5.md), General Development (Council%2014/Council%20Period%2014/General%20Development%2009a9be3384074599b90a4d46d4cf9f93.md)"
Opening Score,"General WG Score, Subscore",,,OPENING_SCORE,Marketing,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md#score,Completed,,,"General WG Score (Council%2014/Council%20Period%2014/General%20WG%20Score%202cceafc2d69c4d789c0ed4231d0a4277.md), General WG Score (Council%2014/Council%20Period%2014/General%20WG%20Score%209a7b0297cb60406c8895515e96446f70.md)",,1,,No,,
WG Opportunities,"Document, Forum Post, General WG Score, Grade",,,WORKER_OPPORTUNITIES_SCORE,Marketing,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#worker-opportunities,Completed,,,"General WG Score (Council%2014/Council%20Period%2014/General%20WG%20Score%202cceafc2d69c4d789c0ed4231d0a4277.md), General WG Score (Council%2014/Council%20Period%2014/General%20WG%20Score%209a7b0297cb60406c8895515e96446f70.md)",,1,,No,,
Opening Score,"General WG Score, Subscore",,,OPENING_SCORE,Builders,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md#score,Completed,,,General WG Score (Council%2014/Council%20Period%2014/General%20WG%20Score%2017c797abc76348cfa67438bab3fd75b0.md),,0.07,,No,,
Uploads,"Grade, Group Specific Scores, Subscore",,,UPLOAD_SCORE,Storage,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/storage-providers-score#upload_score,Completed,,,Storage Score (Council%2014/Council%20Period%2014/Storage%20Score%204f84f1a040364e4db50ac40f3efd0970.md),,0.506,,No,,
Inadequate Report,Catastrophic Errors,,,,Marketing,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/marketers-score#inadequate-report,Not Completed,,,,,,,No,,
Member Faucet Empty,"Catastrophic Errors, Grade, Spot Check",,,,Council,https://github.com/Joystream/handbook/tree/master/testnet/council-period-scoring#member-faucet-empty,Not Completed,,,,,,,No,,
Bounty Score,"General WG Score, Subscore",,,BOUNTY_SCORE,Marketing,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md#score,Completed,,,"General WG Score (Council%2014/Council%20Period%2014/General%20WG%20Score%202cceafc2d69c4d789c0ed4231d0a4277.md), General WG Score (Council%2014/Council%20Period%2014/General%20WG%20Score%209a7b0297cb60406c8895515e96446f70.md)",,1,,No,,
WG Period Plan,"Document, Forum Post, General WG Score, Grade, Proposal, Subscore",https://dao.joystream.org/#/forum/thread/358,,PLAN_SCORE,Storage,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-period-plan,Completed,,,General WG Score (Council%2014/Council%20Period%2014/General%20WG%20Score%20070af36744144f8e90cc0777f07b7a95.md),,1,On time,No,1421629,
Network Performance Score,"Composite Grade, Master Score, Overall Grade",,,NETWORK_PERFORMANCE_SCORE,Network,https://github.com/Joystream/handbook/blob/e9747eb6c4501b603f85bd35993faa8a057ac673/testnet/council-period-scoring/README.md#overview,Completed,,,,,0.696,,No,,"Builder Score (Council%2014/Council%20Period%2014/Builder%20Score%20c1eafcf2fc9f42cca5e58adf7e3b9e74.md), Content Score (Council%2014/Council%20Period%2014/Content%20Score%20ecb76ee6e13f461982cdf4376faa8538.md), Distributor Score (Council%2014/Council%20Period%2014/Distributor%20Score%203595be4e6ffe4de9804f879833c8d042.md), Storage Score (Council%2014/Council%20Period%2014/Storage%20Score%204f84f1a040364e4db50ac40f3efd0970.md), HR Score (Council%2014/Council%20Period%2014/HR%20Score%20c4b3592be221456eb689b365eb8148c6.md), Council Period Summary (Council%2014/Council%20Period%2014/Council%20Period%20Summary%204197480eedc64c76a65a8464e7aa2caf.md), Council Period Plan (Council%2014/Council%20Period%2014/Council%20Period%20Plan%207a898655d15e4274b04083eef0a234ca.md), Lead Opportunities (Council%2014/Council%20Period%2014/Lead%20Opportunities%20f3e460f1baf9415998ed35dbf2b3b699.md), Meeting score (Council%2014/Council%20Period%2014/Meeting%20score%20c8b38af761d2453084f728a9a80151fc.md)"
Builders Report,"Document, Forum Post, Grade, Group Specific Scores, Subscore",https://dao.joystream.org/#/forum/thread/390,,REPORT_SCORE,Builders,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/builders-score,Data input - grading req,,,Builder Score (Council%2014/Council%20Period%2014/Builder%20Score%20c1eafcf2fc9f42cca5e58adf7e3b9e74.md),,0.85,On time,No,1494193,
WG Opportunities,"General WG Score, Grade, Spot Check, Subscore",,,WORKER_OPPORTUNITIES_SCORE,HR,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#worker-opportunities,Completed,,,General WG Score (Council%2014/Council%20Period%2014/General%20WG%20Score%2074cdbc54336a4ee2a09f401c359b0651.md),,0.5,,No,,
WG Summary,"Document, Forum Post, General WG Score, Grade, Proposal, Subscore, Summary",https://dao.joystream.org/#/forum/thread/382,https://dao.joystream.org/#/forum/category/12,SUMMARY_SCORE,Builders,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-summary,Completed,,,General WG Score (Council%2014/Council%20Period%2014/General%20WG%20Score%2017c797abc76348cfa67438bab3fd75b0.md),,1,On time,No,1488739,
Bounty Management Score,"Group Specific Scores, Subscore",,,BOUNTY_MANAGEMENT_SCORE,HR,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/human-resources-score#bounty_score,Completed,,,HR Score (Council%2014/Council%20Period%2014/HR%20Score%20c4b3592be221456eb689b365eb8148c6.md),,0.8,,No,,
General WG Score,"Composite Grade, General WG Score",,,GENERAL_WG_SCORE,Distributors,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md,Not Completed,,,Distributor Score (Council%2014/Council%20Period%2014/Distributor%20Score%203595be4e6ffe4de9804f879833c8d042.md),,0.666,,No,,"WG Period Plan (Council%2014/Council%20Period%2014/WG%20Period%20Plan%20e932af78506c48bf903c83d2287bd707.md), WG Summary (Council%2014/Council%20Period%2014/WG%20Summary%20afd94ae062dd473f8d0508df85bd482a.md), WG Opportunities (Council%2014/Council%20Period%2014/WG%20Opportunities%2062fa1289e5624e0884a799f36d22c4e2.md), Opening Score (Council%2014/Council%20Period%2014/Opening%20Score%20c6c606062be44d6cb34cf8a906edf821.md), Bounty Score (Council%2014/Council%20Period%2014/Bounty%20Score%20d372c922ed0c419cbd93837ee518b8a8.md)"
Person Logging Score,"Group Specific Scores, Subscore",,,PERSON_LOGGING_SCORE,HR,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/human-resources-score#person_logging_score,Completed,,,HR Score (Council%2014/Council%20Period%2014/HR%20Score%20c4b3592be221456eb689b365eb8148c6.md),,0.429,,No,,
WG Summary,"Document, Forum Post, General WG Score, Grade, Proposal, Subscore, Summary",https://dao.joystream.org/#/forum/thread/370,,SUMMARY_SCORE,Marketing,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-summary,Completed,,,General WG Score (Council%2014/Council%20Period%2014/General%20WG%20Score%209a7b0297cb60406c8895515e96446f70.md),,1,On time,No,1467914,
Bounty Score,"General WG Score, Subscore",,,BOUNTY_SCORE,Content,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md#score,Completed,,,General WG Score (Council%2014/Council%20Period%2014/General%20WG%20Score%201c893d3be6a848eb80c76a0180f97bb5.md),,0.5,,No,,
Opening Score,"General WG Score, Subscore",,,OPENING_SCORE,HR,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md#score,Completed,,,General WG Score (Council%2014/Council%20Period%2014/General%20WG%20Score%2074cdbc54336a4ee2a09f401c359b0651.md),,1,,No,,
Interaction Logging Score,"Group Specific Scores, Subscore",,,INTERACTION_LOGGING_SCORE,HR,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/human-resources-score#interaction_logging_score,Completed,,,HR Score (Council%2014/Council%20Period%2014/HR%20Score%20c4b3592be221456eb689b365eb8148c6.md),,0.667,,No,,
Incorrect Reporting,"Catastrophic Errors, Grade, Spot Check",,,,Storage,https://github.com/Joystream/handbook/blob/58e635d7391893b718b137c69a182199aeb66ab8/testnet/council-period-scoring/storage-providers-score.md#incorrect-reporting,Not Completed,,,,,,,No,,
Council Period Plan,"Document, Forum Post, Grade, Master Score, Proposal",https://dao.joystream.org/#/forum/thread/362,https://dao.joystream.org/#/forum/category/4,PLAN_SCORE,Council,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring#council-period-plan,Completed,,,Network Performance Score (Council%2014/Council%20Period%2014/Network%20Performance%20Score%20b25c7f65c8e549938136f6ed0fe0b4bd.md),https://dao.joystream.org/#/proposals/preview/332,1,"On time, Proposal Approved",No,1422881,
Total $tJOY exceeds tJOY_BUDGET,"Catastrophic Errors, Grade, Spot Check",,,,Council,https://github.com/Joystream/handbook/tree/master/testnet/council-period-scoring#total-tjoy-exceeds-tjoy_budget,Not Completed,,,,,,,No,,
Council Period Parameters,,,,,JSG,,Not Completed,,,,,,,No,,
Curation Testing Score,"Group Specific Scores, Subscore",,,CURATION_TESTING_SCORE,Content,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/content-directory-score#moderation_score,Completed,,,Content Score (Council%2014/Council%20Period%2014/Content%20Score%20ecb76ee6e13f461982cdf4376faa8538.md),,0,,No,,Total Breaches of Policy (Council%2014/Council%20Period%2014/Total%20Breaches%20of%20Policy%20239d3ecade674d4780b138fe0d358644.md)
System,"Grade, Group Specific Scores, Subscore",,,SYSTEM_SCORE,Storage,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/storage-providers-score#system_score,Completed,,,Storage Score (Council%2014/Council%20Period%2014/Storage%20Score%204f84f1a040364e4db50ac40f3efd0970.md),,0.75,,No,,
Pioneer Development,"Grade, Group Specific Scores, Spot Check, Subscore",,,PIONEER_DEVELOPMENT_SCORE,Builders,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/builders-score#pioneer_development_score,Completed,,,Builder Score (Council%2014/Council%20Period%2014/Builder%20Score%20c1eafcf2fc9f42cca5e58adf7e3b9e74.md),,0.333,,No,,
WG Opportunities,"General WG Score, Grade, Spot Check, Subscore",,,WORKER_OPPORTUNITIES_SCORE,Content,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#worker-opportunities,Completed,,,General WG Score (Council%2014/Council%20Period%2014/General%20WG%20Score%201c893d3be6a848eb80c76a0180f97bb5.md),,1,,No,,
Block time too low,"Catastrophic Errors, Grade, Spot Check",,,,Council,https://github.com/Joystream/handbook/tree/master/testnet/council-period-scoring#block-time-too-low,Completed,,,,,0,,No,,
Distributors Report,"Document, Forum Post, Grade, Group Specific Scores, Subscore",https://dao.joystream.org/#/forum/thread/342?post=781,https://dao.joystream.org/#/forum/category/15,REPORT_SCORE,Distributors,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/distributors-score#report_score,Completed,,,Distributor Score (Council%2014/Council%20Period%2014/Distributor%20Score%203595be4e6ffe4de9804f879833c8d042.md),,0.5,On time,No,1478430,
Opening Score,"General WG Score, Subscore",,,OPENING_SCORE,Forum,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md#score,Completed,,,"General WG Score (Council%2014/Council%20Period%2014/General%20WG%20Score%202cceafc2d69c4d789c0ed4231d0a4277.md), General WG Score (Council%2014/Council%20Period%2014/General%20WG%20Score%209a7b0297cb60406c8895515e96446f70.md)",,0.71,,No,,
Documentation Score,Group Specific Scores,,,DOCUMENTATION_SCORE,Marketing,,Completed,,,,,0.6,,No,,
Documentation Score,"Grade, Subscore",,,DOCUMENTATION_SCORE,Marketing,,Not Completed,,,,,,,No,,
WG Summary,"Document, Forum Post, General WG Score, Grade, Subscore, Summary",https://dao.joystream.org/#/forum/thread/385,https://dao.joystream.org/#/forum/category/11,SUMMARY_SCORE,Content,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-summary,Completed,,,General WG Score (Council%2014/Council%20Period%2014/General%20WG%20Score%201c893d3be6a848eb80c76a0180f97bb5.md),,0.8,On time,No,1492682,
Logging does not occur,"Catastrophic Errors, Grade, Spot Check",,,,Content,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/content-directory-score.md#catastrophic-errors,Not Completed,,,Content Score (Council%2014/Council%20Period%2014/Content%20Score%20ecb76ee6e13f461982cdf4376faa8538.md),,,,No,,
WG Period Plan,"Document, Forum Post, General WG Score, Plan, Proposal",https://dao.joystream.org/#/forum/thread/360,,PLAN_SCORE,Content,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-period-plan,Completed,"Report 28.06.2022 - 04.07.2022  (https://www.notion.so/Report-28-06-2022-04-07-2022-5ec32e587f514a55b561c47c388df5b0?pvs=21) ",,General WG Score (Council%2014/Council%20Period%2014/General%20WG%20Score%201c893d3be6a848eb80c76a0180f97bb5.md),,0.8,Late submission,No,1422095,
Permanent Data Object Loss,"Catastrophic Errors, Grade, Spot Check",,,,Storage,https://github.com/Joystream/handbook/blob/58e635d7391893b718b137c69a182199aeb66ab8/testnet/council-period-scoring/storage-providers-score.md#permanent-data-object-loss,Not Completed,,,,,,,No,,
Bounty Score,"General WG Score, Subscore",,,BOUNTY_SCORE,Forum,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md#score,Completed,,,"General WG Score (Council%2014/Council%20Period%2014/General%20WG%20Score%202cceafc2d69c4d789c0ed4231d0a4277.md), General WG Score (Council%2014/Council%20Period%2014/General%20WG%20Score%209a7b0297cb60406c8895515e96446f70.md)",,0,,No,,
WG Period Plan,"Document, Forum Post, General WG Score, Grade, Proposal",https://dao.joystream.org/#/forum/thread/342,,PLAN_SCORE,Distributors,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-period-plan,Completed,,,General WG Score (Council%2014/Council%20Period%2014/General%20WG%20Score%20b50cc6380c984136b3e49b7188bace41.md),,1,On time,No,1390574,
No available sources for data object,"Catastrophic Errors, Grade, Spot Check",,,,Distributors,https://github.com/Joystream/handbook/blob/58e635d7391893b718b137c69a182199aeb66ab8/testnet/council-period-scoring/distributors-score.md#catastrophic-errors,Not Completed,,,,,,,No,,
WG Period Plan,"Document, Forum Post, General WG Score, Grade, Plan, Proposal, Subscore",https://dao.joystream.org/#/forum/thread/47?post=739,https://dao.joystream.org/#/forum/thread/47,PLAN_SCORE,Builders,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-period-plan,Completed,,,General WG Score (Council%2014/Council%20Period%2014/General%20WG%20Score%2017c797abc76348cfa67438bab3fd75b0.md),,1,On time,No,1418604,
Upgrading non-Jsgenesis runtime,"Catastrophic Errors, Grade, Spot Check",,,,Council,https://github.com/Joystream/handbook/tree/master/testnet/council-period-scoring#upgrading-non-jsgenesis-runtime,Not Completed,,,,,,,No,,
Missing Judgement,"Catastrophic Errors, Grade, Spot Check",,,,HR,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/human-resources-score.md#catastrophic-errors,Not Completed,,,,,,,No,,
Violation of Content Policy,Catastrophic Errors,,,,Forum,https://github.com/Joystream/handbook/blob/e9747eb6c4501b603f85bd35993faa8a057ac673/testnet/council-period-scoring/forum-score.md#catastrophic-errors,Not Completed,,,,,,,No,,
Research Score,"Group Specific Scores, Subscore",,,RESEARCH_SCORE,Distributors,,Completed,,,,,0,,No,,
On chain Budget and Opening proposals without JOY equivalent,"Catastrophic Errors, Grade, Spot Check",,,,Council,https://github.com/Joystream/handbook/tree/master/testnet/council-period-scoring#on-chain-budget-and-opening-proposals-without-joy-equivalent,Not Completed,,,,,,,No,,
WG Period Plan,"Document, Forum Post, General WG Score, Plan, Proposal",https://dao.joystream.org/#/forum/thread/361,,PLAN_SCORE,HR,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-period-plan,Completed,,,General WG Score (Council%2014/Council%20Period%2014/General%20WG%20Score%2074cdbc54336a4ee2a09f401c359b0651.md),,1,Late submission,No,1422737,
Content Score,"Composite Grade, Master Score",,,CONTENT_SCORE,Content,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/content-directory-score.md#score,Completed,,,Network Performance Score (Council%2014/Council%20Period%2014/Network%20Performance%20Score%20b25c7f65c8e549938136f6ed0fe0b4bd.md),,0.551,,No,,"General WG Score (Council%2014/Council%20Period%2014/General%20WG%20Score%201c893d3be6a848eb80c76a0180f97bb5.md), Content Report (Council%2014/Council%20Period%2014/Content%20Report%208cb0b132a1fb431f9664399329af2706.md), Featuring Score (Council%2014/Council%20Period%2014/Featuring%20Score%20b8567705944b4d20a2001ab02880a18b.md), Moderation Score (Council%2014/Council%20Period%2014/Moderation%20Score%2011afca25c14242139c420fd1629fead4.md), Logging does not occur (Council%2014/Council%20Period%2014/Logging%20does%20not%20occur%20d28dc6e29d8a45b78785deedd6bec16c.md), Featured Content Unplayable (Council%2014/Council%20Period%2014/Featured%20Content%20Unplayable%200909dd5d05f943d8b57fc8e984a5b921.md), Failure to apply moderation rules (Council%2014/Council%20Period%2014/Failure%20to%20apply%20moderation%20rules%20c5e9d145dc694527a8cbfd3e3bb08120.md), Curation Testing Score (Council%2014/Council%20Period%2014/Curation%20Testing%20Score%20acab37326ec64c06a46bb2923a2b2378.md)"
