Name,Attributes,Forum Link,Forum Report Source,Grade Name,Group,Handbook Link,JSG Grading Status,Notion Link,Notion Source Link,Parent Score,Proposal Link,Score,Score Notes,Spot Check Completed,Submitted [Block],Subscores
Incorrect Reporting,"Catastrophic Errors, Grade, Spot Check",,,,Storage,https://github.com/Joystream/handbook/blob/58e635d7391893b718b137c69a182199aeb66ab8/testnet/council-period-scoring/storage-providers-score.md#incorrect-reporting,Not Completed,,,,,,,No,,
Opening Score,"General WG Score, Subscore",,,OPENING_SCORE,Distributors,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md#score,Not Completed,,,General WG Score (Council%2017/Council%20Period%2017/General%20WG%20Score%203c84e13ff5434e9d888718159cc66588.md),,,,No,,
Violation of Content Policy,Catastrophic Errors,,,,Forum,https://github.com/Joystream/handbook/blob/e9747eb6c4501b603f85bd35993faa8a057ac673/testnet/council-period-scoring/forum-score.md#catastrophic-errors,Not Completed,,,,,,,No,,
WG Opportunities,"General WG Score, Grade, Spot Check, Subscore",,,WORKER_OPPORTUNITIES_SCORE,HR,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#worker-opportunities,Not Completed,,,General WG Score (Council%2017/Council%20Period%2017/General%20WG%20Score%20d2ffe76ce2ec4a488047272ee9d6a706.md),,,,No,,
WG Period Plan,"Document, Forum Post, General WG Score, Plan, Proposal",https://dao.joystream.org/#/forum/thread/544,,PLAN_SCORE,Content,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-period-plan,Completed,,,General WG Score (Council%2017/Council%20Period%2017/General%20WG%20Score%2006d2b1a609dd45519e32258ecb910967.md),,1,On time,No,1782739,
Opening Score,"General WG Score, Subscore",,,OPENING_SCORE,Marketing,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md#score,Not Completed,,,"General WG Score (Council%2017/Council%20Period%2017/General%20WG%20Score%2047dd6cebebb04daca3438103e4e419c0.md), General WG Score (Council%2017/Council%20Period%2017/General%20WG%20Score%208c85c1f67da648ce96377c43d5279109.md)",,,,No,,
Forum Report,"Document, Forum Post, Grade, Group Specific Scores, Subscore",https://dao.joystream.org/#/forum/thread/629,,REPORT_SCORE,Forum,,Data input - grading req,,,Forum Score (Council%2017/Council%20Period%2017/Forum%20Score%20413b2ca88e654a518d9818dfe313a6b2.md),,,"Late submission, On time",No,1893881,
Content Score,"Composite Grade, Master Score",,,CONTENT_SCORE,Content,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/content-directory-score.md#score,Not Completed,,,Network Performance Score (Council%2017/Council%20Period%2017/Network%20Performance%20Score%207931bc831fa94a96a5ff1b373243c067.md),,,,No,,"General WG Score (Council%2017/Council%20Period%2017/General%20WG%20Score%2006d2b1a609dd45519e32258ecb910967.md), Content Report (Council%2017/Council%20Period%2017/Content%20Report%2041fce2798d144326bbf72b08941e4128.md), Featuring Score (Council%2017/Council%20Period%2017/Featuring%20Score%20c3441ae3612f43b1a3ecccaa00f09e20.md), Moderation Score (Council%2017/Council%20Period%2017/Moderation%20Score%204a569f52b5e749c6ace5c92154f63415.md), Logging does not occur (Council%2017/Council%20Period%2017/Logging%20does%20not%20occur%20b534b3c44fe5471f85363f909a00235f.md), Featured Content Unplayable (Council%2017/Council%20Period%2017/Featured%20Content%20Unplayable%20efed4e723ef14926848d7b1044159753.md), Failure to apply moderation rules (Council%2017/Council%20Period%2017/Failure%20to%20apply%20moderation%20rules%205ae6568cae984104aeff6c4dcf84c251.md), Curation Testing Score (Council%2017/Council%20Period%2017/Curation%20Testing%20Score%20c07efa42abf94cdc8912369b9b96159a.md)"
General WG Score,"Composite Grade, General WG Score",,,GENERAL_WG_SCORE,Forum,,Not Completed,,,Forum Score (Council%2017/Council%20Period%2017/Forum%20Score%20413b2ca88e654a518d9818dfe313a6b2.md),,,,No,,"WG Period Plan (Council%2017/Council%20Period%2017/WG%20Period%20Plan%205f785858f44b4c46b2d51ed9cd6f4519.md), WG Summary (Council%2017/Council%20Period%2017/WG%20Summary%201754bd7d75384453b1296438a4da09d2.md), WG Opportunities (Council%2017/Council%20Period%2017/WG%20Opportunities%20bd42d174dc9d43d4b9f4766fe638e251.md), Opening Score (Council%2017/Council%20Period%2017/Opening%20Score%20f52a60f7e25640518787f0f175e8da97.md), Bounty Score (Council%2017/Council%20Period%2017/Bounty%20Score%20850fe743160841beb014608210d03e89.md), WG Opportunities (Council%2017/Council%20Period%2017/WG%20Opportunities%201dd547dbbe174b848c6aa41cfb19f705.md), Bounty Score (Council%2017/Council%20Period%2017/Bounty%20Score%20ccb719e0cfd14ff395db2a72be57e4f4.md), Opening Score (Council%2017/Council%20Period%2017/Opening%20Score%20e10bce45bcd6462cb180c7de0e01d634.md)"
Failure to apply moderation rules,"Catastrophic Errors, Grade, Spot Check",,,,Content,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/content-directory-score.md#failure-to-apply-moderation-rules,Not Completed,,,Content Score (Council%2017/Council%20Period%2017/Content%20Score%2020f580e98b0a4d8f81cc0bde1e1b945c.md),,,,No,,
General WG Score,"Composite Grade, General WG Score",,,GENERAL_WG_SCORE,HR,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md,Not Completed,,,HR Score (Council%2017/Council%20Period%2017/HR%20Score%20db2f8f0b7c834ec2b1502ee202697eac.md),,,,No,,"WG Period Plan (Council%2017/Council%20Period%2017/WG%20Period%20Plan%207538db890e8d4c4ea7a15c9bbf26c77f.md), WG Summary (Council%2017/Council%20Period%2017/WG%20Summary%20d5a492fbc67544efaea660b2d5c9347d.md), WG Opportunities (Council%2017/Council%20Period%2017/WG%20Opportunities%2087fad87cd12f47198f6122a660c28f0a.md), Opening Score (Council%2017/Council%20Period%2017/Opening%20Score%20100037e7e8604e12bee6ff05281378e0.md), Bounty Score (Council%2017/Council%20Period%2017/Bounty%20Score%2056e363d2dfed46de91dfb8c4b74e9982.md)"
WG Opportunities,"General WG Score, Grade, Spot Check, Subscore",,,WORKER_OPPORTUNITIES_SCORE,Builders,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#worker-opportunities,Not Completed,,,,,,,No,,
Council Period Summary,"Document, Forum Post, Grade, Master Score, Proposal",https://dao.joystream.org/#/forum/thread/554?post=1235,https://dao.joystream.org/#/forum/category/4,SUMMARY_SCORE,Council,https://github.com/Joystream/handbook/blob/e9747eb6c4501b603f85bd35993faa8a057ac673/testnet/council-period-scoring/README.md#council-period-summary,Completed,,,Network Performance Score (Council%2017/Council%20Period%2017/Network%20Performance%20Score%207931bc831fa94a96a5ff1b373243c067.md),,1,"Late submission, On time",No,1896185,
Logging,"Grade, Group Specific Scores, Subscore",,,LOGGING_SCORE,Storage,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/storage-providers-score#system_score,Not Completed,,,Storage Score (Council%2017/Council%20Period%2017/Storage%20Score%20e15ca96343514b7fb2387dd319da8ea0.md),,,,No,,
Opening Score,"General WG Score, Subscore",,,OPENING_SCORE,Builders,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md#score,Not Completed,,,General WG Score (Council%2017/Council%20Period%2017/General%20WG%20Score%209533f7c398a44d8e8765dafd13b7b3d4.md),,,,No,,
Opening Score,"General WG Score, Subscore",,,OPENING_SCORE,HR,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md#score,Not Completed,,,General WG Score (Council%2017/Council%20Period%2017/General%20WG%20Score%20d2ffe76ce2ec4a488047272ee9d6a706.md),,,,No,,
Bounty Score,"General WG Score, Subscore",,,BOUNTY_SCORE,Builders,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md#score,Not Completed,,,General WG Score (Council%2017/Council%20Period%2017/General%20WG%20Score%209533f7c398a44d8e8765dafd13b7b3d4.md),,,,No,,
General WG Score,"Composite Grade, General WG Score, Subscore",,,GENERAL_WG_SCORE,Builders,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/builders-score.md#general_wg_score,Not Completed,,,Builder Score (Council%2017/Council%20Period%2017/Builder%20Score%20d129d8f0cbc8418cb7a52dd6fc7c6e17.md),,,,No,,"WG Period Plan (Council%2017/Council%20Period%2017/WG%20Period%20Plan%20ba4590ce177a43c3b0fd2f53a20d00bc.md), WG Summary (Council%2017/Council%20Period%2017/WG%20Summary%20fb9c720e60954cbf9342d15cac2e5224.md), WG Opportunities (Council%2017/Council%20Period%2017/WG%20Opportunities%20d582250d20f04e7d845c09fe90baf27c.md), Opening Score (Council%2017/Council%20Period%2017/Opening%20Score%20b5b95706844c44b49451c7dc5c997e4c.md), Bounty Score (Council%2017/Council%20Period%2017/Bounty%20Score%2012704dd99d1345efb131dea12fffe0ab.md)"
WG Summary,"Document, Forum Post, General WG Score, Grade, Subscore, Summary",https://dao.joystream.org/#/forum/thread/612,,SUMMARY_SCORE,Distributors,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-summary,Completed,,,General WG Score (Council%2017/Council%20Period%2017/General%20WG%20Score%203c84e13ff5434e9d888718159cc66588.md),,1,On time,No,1879088,
Marketing Report,"Document, Forum Post, Proposal, Report",https://dao.joystream.org/#/forum/thread/632,,REPORT_SCORE,Marketing,,Data input - grading req,,,,,,On time,No,1895053,
System,"Grade, Group Specific Scores, Spot Check, Subscore",,,SYSTEM_SCORE,Distributors,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/distributors-score#system_score,Not Completed,,,Distributor Score (Council%2017/Council%20Period%2017/Distributor%20Score%2018057ffdc9ec4de7b9e4a1d8a2a9115a.md),,,,No,,
Permanent Data Object Loss,"Catastrophic Errors, Grade, Spot Check",,,,Storage,https://github.com/Joystream/handbook/blob/58e635d7391893b718b137c69a182199aeb66ab8/testnet/council-period-scoring/storage-providers-score.md#permanent-data-object-loss,Not Completed,,,,,,,No,,
General WG Score,"Composite Grade, General WG Score",,,GENERAL_WG_SCORE,Marketing,,Not Completed,,,Forum Score (Council%2017/Council%20Period%2017/Forum%20Score%20413b2ca88e654a518d9818dfe313a6b2.md),,,,No,,"WG Summary (Council%2017/Council%20Period%2017/WG%20Summary%201754bd7d75384453b1296438a4da09d2.md), WG Opportunities (Council%2017/Council%20Period%2017/WG%20Opportunities%20bd42d174dc9d43d4b9f4766fe638e251.md), Opening Score (Council%2017/Council%20Period%2017/Opening%20Score%20f52a60f7e25640518787f0f175e8da97.md), Bounty Score (Council%2017/Council%20Period%2017/Bounty%20Score%20850fe743160841beb014608210d03e89.md), WG Period Plan (Council%2017/Council%20Period%2017/WG%20Period%20Plan%2015e27497d75041848b0237d0608a21d4.md), WG Summary (Council%2017/Council%20Period%2017/WG%20Summary%2079e4ba4f489a42d78ed9bffa247a2689.md), WG Opportunities (Council%2017/Council%20Period%2017/WG%20Opportunities%201dd547dbbe174b848c6aa41cfb19f705.md), Bounty Score (Council%2017/Council%20Period%2017/Bounty%20Score%20ccb719e0cfd14ff395db2a72be57e4f4.md), Opening Score (Council%2017/Council%20Period%2017/Opening%20Score%20e10bce45bcd6462cb180c7de0e01d634.md)"
Pioneer Development,"Grade, Group Specific Scores, Spot Check, Subscore",,,PIONEER_DEVELOPMENT_SCORE,Builders,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/builders-score#pioneer_development_score,Not Completed,,,Builder Score (Council%2017/Council%20Period%2017/Builder%20Score%20d129d8f0cbc8418cb7a52dd6fc7c6e17.md),,,,No,,
Distributor Score,"Composite Grade, Master Score",,,DISTRIBUTOR_SCORE,Distributors,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/distributors-score.md#score,Not Completed,,,Network Performance Score (Council%2017/Council%20Period%2017/Network%20Performance%20Score%207931bc831fa94a96a5ff1b373243c067.md),,,,No,,"System (Council%2017/Council%20Period%2017/System%201ae04f1fb7194ee5b66aca42a962a56b.md), General WG Score (Council%2017/Council%20Period%2017/General%20WG%20Score%203c84e13ff5434e9d888718159cc66588.md), Distributors Report (Council%2017/Council%20Period%2017/Distributors%20Report%206804e6bc73d74962b9a2be518c5d776b.md)"
WG Period Plan,"Document, Forum Post, General WG Score, Grade, Proposal, Subscore",https://dao.joystream.org/#/forum/thread/549,,PLAN_SCORE,Forum,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-period-plan,Completed,,,General WG Score (Council%2017/Council%20Period%2017/General%20WG%20Score%2047dd6cebebb04daca3438103e4e419c0.md),,1,"Late submission, On time",No,1791547,
General WG Score,"Composite Grade, General WG Score",,,GENERAL_WG_SCORE,Storage,,Not Completed,,,Storage Score (Council%2017/Council%20Period%2017/Storage%20Score%20e15ca96343514b7fb2387dd319da8ea0.md),,,,No,,"WG Summary (Council%2017/Council%20Period%2017/WG%20Summary%209bddb08fd1614ac2adb3f6cf6a000713.md), WG Period Plan (Council%2017/Council%20Period%2017/WG%20Period%20Plan%204db0a745160341a4a032c632552fbc32.md), WG Opportunities (Council%2017/Council%20Period%2017/WG%20Opportunities%20d582250d20f04e7d845c09fe90baf27c.md), Opening Score (Council%2017/Council%20Period%2017/Opening%20Score%209a278fb99239482b90a0004d3243634c.md), Bounty Score (Council%2017/Council%20Period%2017/Bounty%20Score%20d2fe9bf15f6244d887d2d8b342673b70.md)"
Bounty Score,"General WG Score, Subscore",,,BOUNTY_SCORE,Marketing,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md#score,Not Completed,,,"General WG Score (Council%2017/Council%20Period%2017/General%20WG%20Score%2047dd6cebebb04daca3438103e4e419c0.md), General WG Score (Council%2017/Council%20Period%2017/General%20WG%20Score%208c85c1f67da648ce96377c43d5279109.md)",,,,No,,
Workflow Violation,Catastrophic Errors,,,,Marketing,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/marketers-score#inadequate-report-1,Not Completed,,,,,,,No,,
Network Performance Score,"Composite Grade, Master Score, Overall Grade",,,NETWORK_PERFORMANCE_SCORE,Network,https://github.com/Joystream/handbook/blob/e9747eb6c4501b603f85bd35993faa8a057ac673/testnet/council-period-scoring/README.md#overview,Not Completed,,,,,,,No,,"Builder Score (Council%2017/Council%20Period%2017/Builder%20Score%20d129d8f0cbc8418cb7a52dd6fc7c6e17.md), Content Score (Council%2017/Council%20Period%2017/Content%20Score%2020f580e98b0a4d8f81cc0bde1e1b945c.md), Distributor Score (Council%2017/Council%20Period%2017/Distributor%20Score%2018057ffdc9ec4de7b9e4a1d8a2a9115a.md), Storage Score (Council%2017/Council%20Period%2017/Storage%20Score%20e15ca96343514b7fb2387dd319da8ea0.md), HR Score (Council%2017/Council%20Period%2017/HR%20Score%20db2f8f0b7c834ec2b1502ee202697eac.md), Council Period Summary (Council%2017/Council%20Period%2017/Council%20Period%20Summary%2047d215159c3f4d8297be6622d4bf6f22.md), Council Period Plan (Council%2017/Council%20Period%2017/Council%20Period%20Plan%20ffad54b22fc24d85ad9c8dec6e4cfb94.md), Lead Opportunities (Council%2017/Council%20Period%2017/Lead%20Opportunities%206fa2a01db040484fab713a1cf59add43.md), Meeting score (Council%2017/Council%20Period%2017/Meeting%20score%2000289c59a1694f649fc6647de4a66882.md)"
Council Period Plan,"Document, Forum Post, Grade, Master Score, Proposal",https://dao.joystream.org/#/forum/thread/554,https://dao.joystream.org/#/forum/category/4,PLAN_SCORE,Council,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring#council-period-plan,Completed,,,Network Performance Score (Council%2017/Council%20Period%2017/Network%20Performance%20Score%207931bc831fa94a96a5ff1b373243c067.md),,1,On time,No,1792368,
General WG Score,"Composite Grade, General WG Score",,,GENERAL_WG_SCORE,Distributors,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md,Not Completed,,,Distributor Score (Council%2017/Council%20Period%2017/Distributor%20Score%2018057ffdc9ec4de7b9e4a1d8a2a9115a.md),,,,No,,"WG Period Plan (Council%2017/Council%20Period%2017/WG%20Period%20Plan%2003a99a2ae06449d6bf87417f52f4d152.md), WG Summary (Council%2017/Council%20Period%2017/WG%20Summary%20f7f93652e25349f098f33ab326531cc6.md), WG Opportunities (Council%2017/Council%20Period%2017/WG%20Opportunities%2074b8058da4074f39bf186004efe4b354.md), Opening Score (Council%2017/Council%20Period%2017/Opening%20Score%20ca488aa5b8624859bfd871129e58fb8c.md), Bounty Score (Council%2017/Council%20Period%2017/Bounty%20Score%207442b988d8b44534945a246adb54309b.md)"
Moderation Score,"Group Specific Scores, Subscore",,,MODERATION_SCORE,Content,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/content-directory-score#moderation_score,Not Completed,,,Content Score (Council%2017/Council%20Period%2017/Content%20Score%2020f580e98b0a4d8f81cc0bde1e1b945c.md),,,,No,,Total Breaches of Policy (Council%2017/Council%20Period%2017/Total%20Breaches%20of%20Policy%206e17768c88074685b5e014fb893fadc3.md)
Total Breaches of Policy,"Catastrophic Errors, Grade, Spot Check",,,TOTAL_BREACHES_OF_POLICY,Content,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/content-directory-score.md#moderation_score,Not Completed,,,"Moderation Score (Council%2017/Council%20Period%2017/Moderation%20Score%204a569f52b5e749c6ace5c92154f63415.md), Curation Testing Score (Council%2017/Council%20Period%2017/Curation%20Testing%20Score%20c07efa42abf94cdc8912369b9b96159a.md)",,,,No,,
WG Period Plan,"Document, Forum Post, General WG Score, Plan, Proposal",https://dao.joystream.org/#/forum/thread/546,,PLAN_SCORE,HR,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-period-plan,Completed,,,General WG Score (Council%2017/Council%20Period%2017/General%20WG%20Score%20d2ffe76ce2ec4a488047272ee9d6a706.md),,1,On time,No,1784031,
Featuring Score,"Group Specific Scores, Subscore",,,FEATURING_SCORE,Content,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/content-directory-score#featuring_score,Not Completed,,,Content Score (Council%2017/Council%20Period%2017/Content%20Score%2020f580e98b0a4d8f81cc0bde1e1b945c.md),,,,No,,
Builders Report,"Document, Forum Post, Grade, Group Specific Scores, Subscore",https://dao.joystream.org/#/forum/thread/625,,REPORT_SCORE,Builders,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/builders-score,Data input - grading req,,,Builder Score (Council%2017/Council%20Period%2017/Builder%20Score%20d129d8f0cbc8418cb7a52dd6fc7c6e17.md),,,Late submission,No,1890184,
Response Time,"Group Specific Scores, Subscore",,,RESPONSE_TIME_SCORE,HR,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/human-resources-score#response_time_score,Not Completed,,,HR Score (Council%2017/Council%20Period%2017/HR%20Score%20db2f8f0b7c834ec2b1502ee202697eac.md),,,,No,,
Storage Score,"Composite Grade, Master Score",,,STORAGE_SCORE,Storage,,Not Completed,,,Network Performance Score (Council%2017/Council%20Period%2017/Network%20Performance%20Score%207931bc831fa94a96a5ff1b373243c067.md),,,,No,,"Uploads (Council%2017/Council%20Period%2017/Uploads%20ddf03809caf54a558524813eb9b49813.md), General WG Score (Council%2017/Council%20Period%2017/General%20WG%20Score%20bb674e96041142cdb8213a997aaadf41.md), System (Council%2017/Council%20Period%2017/System%2021f6d1ce7c364a89a2c6cf428b8ddc95.md), Storage Report (Council%2017/Council%20Period%2017/Storage%20Report%204be3a50504224cdba05bc5e5c5613e0c.md), Logging (Council%2017/Council%20Period%2017/Logging%204eaae142293946a58e8930f4f16ae79e.md)"
System,"Grade, Group Specific Scores, Subscore",,,SYSTEM_SCORE,Storage,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/storage-providers-score#system_score,Not Completed,,,Storage Score (Council%2017/Council%20Period%2017/Storage%20Score%20e15ca96343514b7fb2387dd319da8ea0.md),,,,No,,
Content Report,"Forum Post, Group Specific Scores",https://dao.joystream.org/#/forum/thread/615,,REPORT_SCORE,Content,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/content-directory-score#report_score,Data input - grading req,,,Content Score (Council%2017/Council%20Period%2017/Content%20Score%2020f580e98b0a4d8f81cc0bde1e1b945c.md),,,On time,No,1880780,
WG Summary,"Document, Forum Post, General WG Score, Grade, Subscore, Summary",https://dao.joystream.org/#/forum/thread/620,https://dao.joystream.org/#/forum/category/11,SUMMARY_SCORE,Content,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-summary,Completed,"CWG summary (https://www.notion.so/CWG-summary-2a1c521512fe4f6cb2680a4f5e1bfe64?pvs=21) ",,General WG Score (Council%2017/Council%20Period%2017/General%20WG%20Score%2006d2b1a609dd45519e32258ecb910967.md),,0.8,"Incorrect Data, On time",No,1882578,
WG Opportunities,"General WG Score, Grade, Spot Check, Subscore",,,WORKER_OPPORTUNITIES_SCORE,Distributors,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#worker-opportunities,Not Completed,,,General WG Score (Council%2017/Council%20Period%2017/General%20WG%20Score%203c84e13ff5434e9d888718159cc66588.md),,,,No,,
Documentation Score,"Grade, Subscore",,,DOCUMENTATION_SCORE,Marketing,,Not Completed,,,,,,,No,,
Forum Score,"Composite Grade, Master Score",,,FORUM_SCORE,Forum,https://github.com/Joystream/handbook/blob/e9747eb6c4501b603f85bd35993faa8a057ac673/testnet/council-period-scoring/forum-score.md#score,Not Completed,,,,,,,No,,"Forum Report (Council%2017/Council%20Period%2017/Forum%20Report%20e225f7d2d3734142958708091d3a32c0.md), General WG Score (Council%2017/Council%20Period%2017/General%20WG%20Score%2047dd6cebebb04daca3438103e4e419c0.md), Moderation Score (Council%2017/Council%20Period%2017/Moderation%20Score%204e793044b84e4bc4a759f1eed915d47b.md), General WG Score (Council%2017/Council%20Period%2017/General%20WG%20Score%208c85c1f67da648ce96377c43d5279109.md)"
WG Summary,"Document, Forum Post, General WG Score, Grade, Proposal, Subscore, Summary",https://dao.joystream.org/#/forum/thread/605,,SUMMARY_SCORE,Marketing,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-summary,Completed,,,General WG Score (Council%2017/Council%20Period%2017/General%20WG%20Score%208c85c1f67da648ce96377c43d5279109.md),,1,On time,No,1877019,
Block time too low,"Catastrophic Errors, Grade, Spot Check",,,,Council,https://github.com/Joystream/handbook/tree/master/testnet/council-period-scoring#block-time-too-low,Not Completed,,,,,,,No,,
Interaction Logging Score,"Group Specific Scores, Subscore",,,INTERACTION_LOGGING_SCORE,HR,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/human-resources-score#interaction_logging_score,Not Completed,,,HR Score (Council%2017/Council%20Period%2017/HR%20Score%20db2f8f0b7c834ec2b1502ee202697eac.md),,,,No,,
No available sources for data object,"Catastrophic Errors, Grade, Spot Check",,,,Distributors,https://github.com/Joystream/handbook/blob/58e635d7391893b718b137c69a182199aeb66ab8/testnet/council-period-scoring/distributors-score.md#catastrophic-errors,Not Completed,,,,,,,No,,
Inadequate Report,"Catastrophic Errors, Grade, Spot Check",,,,HR,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/human-resources-score.md#inadequate-report,Not Completed,,,,,,,No,,
Distributors Report,"Document, Forum Post, Grade, Group Specific Scores, Subscore",https://dao.joystream.org/#/forum/thread/608,https://dao.joystream.org/#/forum/category/15,REPORT_SCORE,Distributors,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/distributors-score#report_score,Data input - grading req,"Untitled (https://www.notion.so/e4ea2a85b1a84f88ba97c3580f685a09?pvs=21) ",,Distributor Score (Council%2017/Council%20Period%2017/Distributor%20Score%2018057ffdc9ec4de7b9e4a1d8a2a9115a.md),,,On time,No,1878658,
Opening Score,"General WG Score, Subscore",,,OPENING_SCORE,Content,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md#score,Not Completed,,,General WG Score (Council%2017/Council%20Period%2017/General%20WG%20Score%2006d2b1a609dd45519e32258ecb910967.md),,,,No,,
WG Period Plan,"Document, Forum Post, General WG Score, Grade, Proposal",https://dao.joystream.org/#/forum/thread/516,,PLAN_SCORE,Distributors,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-period-plan,Completed,,,General WG Score (Council%2017/Council%20Period%2017/General%20WG%20Score%203c84e13ff5434e9d888718159cc66588.md),,1,On time,No,1748510,
Upgrading non-Jsgenesis runtime,"Catastrophic Errors, Grade, Spot Check",,,,Council,https://github.com/Joystream/handbook/tree/master/testnet/council-period-scoring#upgrading-non-jsgenesis-runtime,Not Completed,,,,,,,No,,
Bounty Score,"General WG Score, Subscore",,,BOUNTY_SCORE,Forum,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md#score,Not Completed,,,"General WG Score (Council%2017/Council%20Period%2017/General%20WG%20Score%2047dd6cebebb04daca3438103e4e419c0.md), General WG Score (Council%2017/Council%20Period%2017/General%20WG%20Score%208c85c1f67da648ce96377c43d5279109.md)",,,,No,,
