Name,Attributes,Forum Link,Forum Report Source,Grade Name,Group,Handbook Link,JSG Grading Status,Notion Link,Notion Source Link,Parent Score,Proposal Link,Score,Score Notes,Spot Check Completed,Submitted [Block],Subscores
General WG Score,"Composite Grade, General WG Score",,,GENERAL_WG_SCORE,Forum,,Not Completed,,,Forum Score (Council%2025/Council%20Period%2017/Forum%20Score%20ff2f7ae725204735b9797c7d10e14e3c.md),,,,No,,"WG Period Plan (Council%2025/Council%20Period%2017/WG%20Period%20Plan%200e16963a56c347fa811b2c64189b2bb4.md), WG Summary (Council%2025/Council%20Period%2017/WG%20Summary%2031fdcc863bb3482795a54a1f532f7204.md), WG Opportunities (Council%2025/Council%20Period%2017/WG%20Opportunities%2003f7b0295961499e8436525273c3ce3c.md), Opening Score (Council%2025/Council%20Period%2017/Opening%20Score%20a8c5c65f623c42808c213b79e98858a3.md), Bounty Score (Council%2025/Council%20Period%2017/Bounty%20Score%20462e98f072e1487fba5bf2c20a11c6f7.md), WG Opportunities (Council%2025/Council%20Period%2017/WG%20Opportunities%20f7c13fff2792487994000021a92f19aa.md), Bounty Score (Council%2025/Council%20Period%2017/Bounty%20Score%20f033d34866cb4b97b230183ff36117c3.md), Opening Score (Council%2025/Council%20Period%2017/Opening%20Score%208907f9fffe5547838fe953ed152e60af.md)"
Builders Report,"Document, Forum Post, Grade, Group Specific Scores, Subscore",,,REPORT_SCORE,Builders,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/builders-score,Not Completed,,,Builder Score (Council%2025/Council%20Period%2017/Builder%20Score%2097f2d5f803024cd9a1b85e23cdf2ddb7.md),,,,No,,
Total Breaches of Policy,"Catastrophic Errors, Grade, Spot Check",,,TOTAL_BREACHES_OF_POLICY,Content,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/content-directory-score.md#moderation_score,Not Completed,,,"Moderation Score (Council%2025/Council%20Period%2017/Moderation%20Score%2042de01cb95784842847a028b57e7df51.md), Curation Testing Score (Council%2025/Council%20Period%2017/Curation%20Testing%20Score%20dde5c683877240f6942da4b2c8be0c2c.md)",,,,No,,
General WG Score,"Composite Grade, General WG Score, Subscore",,,GENERAL_WG_SCORE,Builders,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/builders-score.md#general_wg_score,Not Completed,,,Builder Score (Council%2025/Council%20Period%2017/Builder%20Score%2097f2d5f803024cd9a1b85e23cdf2ddb7.md),,,,No,,"WG Period Plan (Council%2025/Council%20Period%2017/WG%20Period%20Plan%206e7fdfe328664dd0930a2a1c80eae1cb.md), WG Summary (Council%2025/Council%20Period%2017/WG%20Summary%2005322388b0e3404b87e550ac6fc834a8.md), WG Opportunities (Council%2025/Council%20Period%2017/WG%20Opportunities%201d9e38b28c7b48269046bc3fdef320b9.md), Opening Score (Council%2025/Council%20Period%2017/Opening%20Score%200933457082224ef0be3b499b171b0229.md), Bounty Score (Council%2025/Council%20Period%2017/Bounty%20Score%2088a53c12f4554b56aa9a1b87c87180de.md)"
WG Opportunities,"General WG Score, Grade, Spot Check, Subscore",,,WORKER_OPPORTUNITIES_SCORE,Builders,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#worker-opportunities,Not Completed,,,,,,,No,,
General WG Score,"Composite Grade, General WG Score",,,GENERAL_WG_SCORE,HR,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md,Not Completed,,,HR Score (Council%2025/Council%20Period%2017/HR%20Score%2014d31e1685cf405db55f7d432fa3721a.md),,,,No,,"WG Period Plan (Council%2025/Council%20Period%2017/WG%20Period%20Plan%2089cef955e3b24322bd76473a7e667e8a.md), WG Summary (Council%2025/Council%20Period%2017/WG%20Summary%20aad8de2309b340c9a4e34e1bd3bcab48.md), WG Opportunities (Council%2025/Council%20Period%2017/WG%20Opportunities%20f5093819f70b42d3b4edf7df375561f7.md), Opening Score (Council%2025/Council%20Period%2017/Opening%20Score%2038b15a1ba15b4da4b171f81e2f9e87e8.md), Bounty Score (Council%2025/Council%20Period%2017/Bounty%20Score%20d010706d45164cd9ba79514517760a03.md)"
General WG Score,"Composite Grade, General WG Score",,,GENERAL_WG_SCORE,Distributors,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md,Not Completed,,,Distributor Score (Council%2025/Council%20Period%2017/Distributor%20Score%200ff45011ebb44b2e9afef0710fe990b9.md),,,,No,,"WG Period Plan (Council%2025/Council%20Period%2017/WG%20Period%20Plan%20f285c676d3ae41c79d357e3380cf7715.md), WG Summary (Council%2025/Council%20Period%2017/WG%20Summary%209f05f8492e884425b3206bee80ce9c7d.md), WG Opportunities (Council%2025/Council%20Period%2017/WG%20Opportunities%20073914509be54ce089e68b7768a1a52b.md), Opening Score (Council%2025/Council%20Period%2017/Opening%20Score%2037dc460b21684263b7b95121fad185a2.md), Bounty Score (Council%2025/Council%20Period%2017/Bounty%20Score%201ad06656f9904884a83edf43fd7bdd21.md)"
WG Period Plan,"Document, Forum Post, General WG Score, Grade, Proposal, Subscore",,,PLAN_SCORE,Forum,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-period-plan,Not Completed,,,General WG Score (Council%2025/Council%20Period%2017/General%20WG%20Score%201ba8694baa7b4a02bbd6080866e24aae.md),,,,No,,
Distributors Report,"Document, Forum Post, Grade, Group Specific Scores, Subscore",,https://dao.joystream.org/#/forum/category/15,REPORT_SCORE,Distributors,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/distributors-score#report_score,Not Completed,"Untitled (https://www.notion.so/e4ea2a85b1a84f88ba97c3580f685a09?pvs=21) ",,Distributor Score (Council%2025/Council%20Period%2017/Distributor%20Score%200ff45011ebb44b2e9afef0710fe990b9.md),,,,No,,
WG Summary,"Document, Forum Post, General WG Score, Grade, Subscore, Summary",,,SUMMARY_SCORE,Distributors,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-summary,Not Completed,,,General WG Score (Council%2025/Council%20Period%2017/General%20WG%20Score%20c1c348a736cd4f71b58f5945084cd0ed.md),,,,No,,
Bounty Score,"General WG Score, Subscore",,,BOUNTY_SCORE,Storage,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md#score,Not Completed,,,General WG Score (Council%2025/Council%20Period%2017/General%20WG%20Score%20942729f52ab6475b9ab74e15b63de864.md),,,,No,,
Featuring Score,"Group Specific Scores, Subscore",,,FEATURING_SCORE,Content,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/content-directory-score#featuring_score,Not Completed,,,Content Score (Council%2025/Council%20Period%2017/Content%20Score%20059f031312eb4f2bbd9b21275240e877.md),,,,No,,
Opening Score,"General WG Score, Subscore",,,OPENING_SCORE,Content,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md#score,Not Completed,,,General WG Score (Council%2025/Council%20Period%2017/General%20WG%20Score%20dd837f8c7c9c434298754e6e9c003ae9.md),,,,No,,
On chain Budget and Opening proposals without JOY equivalent,"Catastrophic Errors, Grade, Spot Check",,,,Council,https://github.com/Joystream/handbook/tree/master/testnet/council-period-scoring#on-chain-budget-and-opening-proposals-without-joy-equivalent,Not Completed,,,,,,,No,,
WG Summary,"Document, Forum Post, General WG Score, Grade, Subscore",,,SUMMARY_SCORE,Storage,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-summary,Not Completed,,,General WG Score (Council%2025/Council%20Period%2017/General%20WG%20Score%20942729f52ab6475b9ab74e15b63de864.md),,,,No,,
HR Score,"Composite Grade, Master Score",,,HR_SCORE,HR,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/human-resources-score.md#score,Not Completed,,,Network Performance Score (Council%2025/Council%20Period%2017/Network%20Performance%20Score%20c50f14132a0b46e79f6485265eceee9a.md),,,,No,,"General WG Score (Council%2025/Council%20Period%2017/General%20WG%20Score%20b3436e8f2696406284bd27cb93fd173b.md), HR Report (Council%2025/Council%20Period%2017/HR%20Report%202d06772bd41d49ee9dc44831e5281413.md), Response Time (Council%2025/Council%20Period%2017/Response%20Time%20b4a7b6d7821c4675b1220ef366d448db.md), Person Logging Score (Council%2025/Council%20Period%2017/Person%20Logging%20Score%204c6e2c6497a9411e9688df1a86f027b6.md), Interaction Logging Score (Council%2025/Council%20Period%2017/Interaction%20Logging%20Score%20a82220dfbe0a46978088daad482530b5.md), Bounty Management Score (Council%2025/Council%20Period%2017/Bounty%20Management%20Score%2019c2db6fe2a74f2f9411f37435bff46b.md)"
Bounty Score,"General WG Score, Subscore",,,BOUNTY_SCORE,Distributors,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md#score,Not Completed,,,General WG Score (Council%2025/Council%20Period%2017/General%20WG%20Score%20c1c348a736cd4f71b58f5945084cd0ed.md),,,,No,,
Inadequate Report,Catastrophic Errors,,,,Marketing,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/marketers-score#inadequate-report,Not Completed,,,,,,,No,,
