Name,Attributes,Forum Link,Forum Report Source,Grade Name,Group,Handbook Link,JSG Grading Status,Notion Link,Notion Source Link,Parent Score,Proposal Link,Score,Score Notes,Spot Check Completed,Submitted [Block],Subscores
HR Score,"Composite Grade, Master Score",,,HR_SCORE,HR,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/human-resources-score.md#score,Not Completed,,,Network Performance Score (Council%2027/Council%20Period%2017/Network%20Performance%20Score%20b72747fe246048eabc4acac48af256a3.md),,,,No,,"General WG Score (Council%2027/Council%20Period%2017/General%20WG%20Score%20d7b8c64c884d459092146d75eaf6e353.md), HR Report (Council%2027/Council%20Period%2017/HR%20Report%20fedffc4535a04458880aa0a088657787.md), Response Time (Council%2027/Council%20Period%2017/Response%20Time%203a21b4b47f034d8bbb09043c0bf574c1.md), Person Logging Score (Council%2027/Council%20Period%2017/Person%20Logging%20Score%204a382c41217b4262ad4436296c430f81.md), Interaction Logging Score (Council%2027/Council%20Period%2017/Interaction%20Logging%20Score%206499fe9501e146ea82b99f051a82c3b9.md), Bounty Management Score (Council%2027/Council%20Period%2017/Bounty%20Management%20Score%2090798a77e39b4513bd19fae0ec0bb03a.md)"
WG Period Plan,"Document, Forum Post, General WG Score, Grade, Proposal, Subscore",,,PLAN_SCORE,Forum,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-period-plan,Not Completed,,,General WG Score (Council%2027/Council%20Period%2017/General%20WG%20Score%205cfa4154a44e4c16af95223e01a6b9f1.md),,,,No,,
WG Opportunities,"General WG Score, Grade, Spot Check, Subscore",,,WORKER_OPPORTUNITIES_SCORE,Storage,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#worker-opportunities,Not Completed,,,"General WG Score (Council%2027/Council%20Period%2017/General%20WG%20Score%20026732e6b6a347c0957f748b6778cecb.md), General WG Score (Council%2027/Council%20Period%2017/General%20WG%20Score%201370cb6abf8a4373a0c0bc9153b9cdbc.md)",,,,No,,
General WG Score,"Composite Grade, General WG Score",,,GENERAL_WG_SCORE,Forum,,Not Completed,,,Forum Score (Council%2027/Council%20Period%2017/Forum%20Score%204dd356aa51b04e5fb6340c94f6b3ea46.md),,,,No,,"WG Period Plan (Council%2027/Council%20Period%2017/WG%20Period%20Plan%20904658c511fc4814909b30f9cfe9ff57.md), WG Summary (Council%2027/Council%20Period%2017/WG%20Summary%203d77581b5d0a49159cfca93f32c176bb.md), WG Opportunities (Council%2027/Council%20Period%2017/WG%20Opportunities%205386c1a2e0f14016a5a7acebb2b55f34.md), Opening Score (Council%2027/Council%20Period%2017/Opening%20Score%20eba96dd9d6e94e50af525c387202bc46.md), Bounty Score (Council%2027/Council%20Period%2017/Bounty%20Score%208f903d47778f4c05bacc0993255e6ca7.md), WG Opportunities (Council%2027/Council%20Period%2017/WG%20Opportunities%20a3c50dc9ea9d416791f83da7f6d7022e.md), Bounty Score (Council%2027/Council%20Period%2017/Bounty%20Score%2074cc3aa34d59457aa4ef215bfdcd0a02.md), Opening Score (Council%2027/Council%20Period%2017/Opening%20Score%206a9067fb9b544b9498bc3a1bf6cd64d9.md)"
Bounty Management Score,"Group Specific Scores, Subscore",,,BOUNTY_MANAGEMENT_SCORE,HR,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/human-resources-score#bounty_score,Not Completed,,,HR Score (Council%2027/Council%20Period%2017/HR%20Score%2082007ec22d6d421a8529bacbd4593572.md),,,,No,,
Research Score,"Group Specific Scores, Subscore",,,RESEARCH_SCORE,Distributors,,Not Completed,,,,,,,No,,
Bounty Score,"General WG Score, Subscore",,,BOUNTY_SCORE,Distributors,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md#score,Not Completed,,,General WG Score (Council%2027/Council%20Period%2017/General%20WG%20Score%2050a7000aafe04e9fa33bc44304e1a89c.md),,,,No,,
Testing,"Grade, Group Specific Scores, Spot Check, Subscore",,,TESTING_SCORE,Builders,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/builders-score#testing_score,Not Completed,,,Builder Score (Council%2027/Council%20Period%2017/Builder%20Score%20c35bc64d5f6c49849749c4c1f8de3eef.md),,,,No,,
WG Opportunities,"General WG Score, Grade, Spot Check, Subscore",,,WORKER_OPPORTUNITIES_SCORE,Content,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#worker-opportunities,Not Completed,,,General WG Score (Council%2027/Council%20Period%2017/General%20WG%20Score%20e6d753f703d946bfba011f48e154ef21.md),,,,No,,
Marketing Score,Master Score,,,MARKETER_SCORE,Marketing,,Not Completed,,,,,,,No,,
Permanent Data Object Loss,"Catastrophic Errors, Grade, Spot Check",,,,Storage,https://github.com/Joystream/handbook/blob/58e635d7391893b718b137c69a182199aeb66ab8/testnet/council-period-scoring/storage-providers-score.md#permanent-data-object-loss,Not Completed,,,,,,,No,,
Workflow Violation,Catastrophic Errors,,,,Marketing,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/marketers-score#inadequate-report-1,Not Completed,,,,,,,No,,
HR Report,"Group Specific Scores, Subscore",,,REPORT_SCORE,HR,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/human-resources-score#report_score,Not Completed,,,HR Score (Council%2027/Council%20Period%2017/HR%20Score%2082007ec22d6d421a8529bacbd4593572.md),,,,No,,
General WG Score,"Composite Grade, General WG Score, Subscore",,,GENERAL_WG_SCORE,Builders,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/builders-score.md#general_wg_score,Not Completed,,,Builder Score (Council%2027/Council%20Period%2017/Builder%20Score%20c35bc64d5f6c49849749c4c1f8de3eef.md),,,,No,,"WG Period Plan (Council%2027/Council%20Period%2017/WG%20Period%20Plan%205cb764499f784f49b53bb353cd2331a7.md), WG Summary (Council%2027/Council%20Period%2017/WG%20Summary%20c5836a5fcfd543d19c58a5c97bf19eb5.md), WG Opportunities (Council%2027/Council%20Period%2017/WG%20Opportunities%2023d894ec46f146bfb3f926332add632e.md), Opening Score (Council%2027/Council%20Period%2017/Opening%20Score%202b8caac159234533a3f1cba65f0d9527.md), Bounty Score (Council%2027/Council%20Period%2017/Bounty%20Score%202a44c1ea911d4469890dddd2a3efccd2.md)"
WG Summary,"Document, Forum Post, General WG Score, Grade, Proposal, Subscore, Summary",,,SUMMARY_SCORE,Forum,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-summary,Not Completed,,,"General WG Score (Council%2027/Council%20Period%2017/General%20WG%20Score%205cfa4154a44e4c16af95223e01a6b9f1.md), General WG Score (Council%2027/Council%20Period%2017/General%20WG%20Score%2007a954fb8ad6499595244b189bd7f525.md)",,,,No,,
General WG Score,"Composite Grade, General WG Score",,,GENERAL_WG_SCORE,Marketing,,Not Completed,,,Forum Score (Council%2027/Council%20Period%2017/Forum%20Score%204dd356aa51b04e5fb6340c94f6b3ea46.md),,,,No,,"WG Summary (Council%2027/Council%20Period%2017/WG%20Summary%203d77581b5d0a49159cfca93f32c176bb.md), WG Opportunities (Council%2027/Council%20Period%2017/WG%20Opportunities%205386c1a2e0f14016a5a7acebb2b55f34.md), Opening Score (Council%2027/Council%20Period%2017/Opening%20Score%20eba96dd9d6e94e50af525c387202bc46.md), Bounty Score (Council%2027/Council%20Period%2017/Bounty%20Score%208f903d47778f4c05bacc0993255e6ca7.md), WG Period Plan (Council%2027/Council%20Period%2017/WG%20Period%20Plan%20692870fc9e2a4da3a3897ef4deb5702f.md), WG Summary (Council%2027/Council%20Period%2017/WG%20Summary%207931acfcf53f47c48557df0735b5a88c.md), WG Opportunities (Council%2027/Council%20Period%2017/WG%20Opportunities%20a3c50dc9ea9d416791f83da7f6d7022e.md), Bounty Score (Council%2027/Council%20Period%2017/Bounty%20Score%2074cc3aa34d59457aa4ef215bfdcd0a02.md), Opening Score (Council%2027/Council%20Period%2017/Opening%20Score%206a9067fb9b544b9498bc3a1bf6cd64d9.md)"
Builders Report,"Document, Forum Post, Grade, Group Specific Scores, Subscore",,,REPORT_SCORE,Builders,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/builders-score,Not Completed,,,Builder Score (Council%2027/Council%20Period%2017/Builder%20Score%20c35bc64d5f6c49849749c4c1f8de3eef.md),,,,No,,
Opening Score,"General WG Score, Subscore",,,OPENING_SCORE,HR,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md#score,Not Completed,,,General WG Score (Council%2027/Council%20Period%2017/General%20WG%20Score%20d7b8c64c884d459092146d75eaf6e353.md),,,,No,,
Opening Score,"General WG Score, Subscore",,,OPENING_SCORE,Distributors,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md#score,Not Completed,,,General WG Score (Council%2027/Council%20Period%2017/General%20WG%20Score%2050a7000aafe04e9fa33bc44304e1a89c.md),,,,No,,
Unwarranted deletion,Catastrophic Errors,,,,Forum,,Not Completed,,,,,,,No,,
Storage Score,"Composite Grade, Master Score",,,STORAGE_SCORE,Storage,,Not Completed,,,Network Performance Score (Council%2027/Council%20Period%2017/Network%20Performance%20Score%20b72747fe246048eabc4acac48af256a3.md),,,,No,,"Uploads (Council%2027/Council%20Period%2017/Uploads%20671ef281e8524c9d96c21c3e0fc7d062.md), General WG Score (Council%2027/Council%20Period%2017/General%20WG%20Score%20026732e6b6a347c0957f748b6778cecb.md), System (Council%2027/Council%20Period%2017/System%207338c0f4931946b781e24f99be82391a.md), Storage Report (Council%2027/Council%20Period%2017/Storage%20Report%20b1d6477acf1448bb9dc003e3c62ea27b.md), Logging (Council%2027/Council%20Period%2017/Logging%205c37472507764c9eb0305dc2ff2488f6.md)"
Total Breaches of Policy,"Catastrophic Errors, Grade, Spot Check",,,TOTAL_BREACHES_OF_POLICY,Content,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/content-directory-score.md#moderation_score,Not Completed,,,"Moderation Score (Council%2027/Council%20Period%2017/Moderation%20Score%2075afeb3c549148029d2f68e00c126bee.md), Curation Testing Score (Council%2027/Council%20Period%2017/Curation%20Testing%20Score%20efd9a81532be44cbb1c509a4da87ba1b.md)",,,,No,,
System,"Grade, Group Specific Scores, Subscore",,,SYSTEM_SCORE,Storage,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/storage-providers-score#system_score,Not Completed,,,Storage Score (Council%2027/Council%20Period%2017/Storage%20Score%2048540283c92041e28ae120ce49e6e8b0.md),,,,No,,
Moderation Score,"Group Specific Scores, Subscore",,,MODERATION_SCORE,Content,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/content-directory-score#moderation_score,Not Completed,,,Content Score (Council%2027/Council%20Period%2017/Content%20Score%206435903bb94e4ae5825936a2b17a5231.md),,,,No,,Total Breaches of Policy (Council%2027/Council%20Period%2017/Total%20Breaches%20of%20Policy%203aba66eb97474336bb5f40d5270dcd88.md)
Violation of Content Policy,Catastrophic Errors,,,,Forum,https://github.com/Joystream/handbook/blob/e9747eb6c4501b603f85bd35993faa8a057ac673/testnet/council-period-scoring/forum-score.md#catastrophic-errors,Not Completed,,,,,,,No,,
Bounty Score,"General WG Score, Subscore",,,BOUNTY_SCORE,Forum,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md#score,Not Completed,,,"General WG Score (Council%2027/Council%20Period%2017/General%20WG%20Score%205cfa4154a44e4c16af95223e01a6b9f1.md), General WG Score (Council%2027/Council%20Period%2017/General%20WG%20Score%2007a954fb8ad6499595244b189bd7f525.md)",,,,No,,
Missing Judgement,"Catastrophic Errors, Grade, Spot Check",,,,HR,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/human-resources-score.md#catastrophic-errors,Not Completed,,,,,,,No,,
Person Logging Score,"Group Specific Scores, Subscore",,,PERSON_LOGGING_SCORE,HR,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/human-resources-score#person_logging_score,Not Completed,,,HR Score (Council%2027/Council%20Period%2017/HR%20Score%2082007ec22d6d421a8529bacbd4593572.md),,,,No,,
Storage Report,"Document, Forum Post, Grade, Group Specific Scores, Proposal, Report",,https://dao.joystream.org/#/forum/category/13,REPORT_SCORE,Storage,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/storage-providers-score#report_score,Not Completed,,,Storage Score (Council%2027/Council%20Period%2017/Storage%20Score%2048540283c92041e28ae120ce49e6e8b0.md),,,,No,,
Content Report,"Forum Post, Group Specific Scores",,,REPORT_SCORE,Content,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/content-directory-score#report_score,Not Completed,,,Content Score (Council%2027/Council%20Period%2017/Content%20Score%206435903bb94e4ae5825936a2b17a5231.md),,,,No,,
Missed runtime upgrade,"Catastrophic Errors, Grade, Spot Check",,,,Council,https://github.com/Joystream/handbook/tree/master/testnet/council-period-scoring#missed-runtime-upgrade,Not Completed,,,,,,,No,,
Featured Content Unplayable,"Catastrophic Errors, Grade, Spot Check",,,,Content,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/content-directory-score.md#featured-content-unplayable,Not Completed,,,Content Score (Council%2027/Council%20Period%2017/Content%20Score%206435903bb94e4ae5825936a2b17a5231.md),,,,No,,
Forum Report,"Document, Forum Post, Grade, Group Specific Scores, Subscore",,,REPORT_SCORE,Forum,,Not Completed,,,Forum Score (Council%2027/Council%20Period%2017/Forum%20Score%204dd356aa51b04e5fb6340c94f6b3ea46.md),,,,No,,
Lead Opportunities,"Grade, Master Score",,,LEAD_OPPORTUNITIES_SCORE,Council,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring#lead-opportunities,Not Completed,,,Network Performance Score (Council%2027/Council%20Period%2017/Network%20Performance%20Score%20b72747fe246048eabc4acac48af256a3.md),,,,No,,
WG Opportunities,"General WG Score, Grade, Spot Check, Subscore",,,WORKER_OPPORTUNITIES_SCORE,Builders,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#worker-opportunities,Not Completed,,,,,,,No,,
Research Score,"Group Specific Scores, Subscore",,,RESEARCH_SCORE,Storage,,Not Completed,,,,,,,No,,
Inadequate Report,"Catastrophic Errors, Grade, Spot Check",,,,HR,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/human-resources-score.md#inadequate-report,Not Completed,,,,,,,No,,
Bounty Score,"General WG Score, Subscore",,,BOUNTY_SCORE,Builders,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md#score,Not Completed,,,General WG Score (Council%2027/Council%20Period%2017/General%20WG%20Score%201370cb6abf8a4373a0c0bc9153b9cdbc.md),,,,No,,
Upgrading non-Jsgenesis runtime,"Catastrophic Errors, Grade, Spot Check",,,,Council,https://github.com/Joystream/handbook/tree/master/testnet/council-period-scoring#upgrading-non-jsgenesis-runtime,Not Completed,,,,,,,No,,
WG Period Plan,"Document, Forum Post, General WG Score, Grade, Plan, Proposal, Subscore",https://dao.joystream.org/#/forum/thread/47?post=640,https://dao.joystream.org/#/forum/thread/47,PLAN_SCORE,Builders,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-period-plan,Not Completed,,,General WG Score (Council%2027/Council%20Period%2017/General%20WG%20Score%201370cb6abf8a4373a0c0bc9153b9cdbc.md),,,,No,,
No available sources for data object,"Catastrophic Errors, Grade, Spot Check",,,,Distributors,https://github.com/Joystream/handbook/blob/58e635d7391893b718b137c69a182199aeb66ab8/testnet/council-period-scoring/distributors-score.md#catastrophic-errors,Not Completed,,,,,,,No,,
Block time too low,"Catastrophic Errors, Grade, Spot Check",,,,Council,https://github.com/Joystream/handbook/tree/master/testnet/council-period-scoring#block-time-too-low,Not Completed,,,,,,,No,,
WG Period Plan,"Document, Forum Post, General WG Score, Plan, Proposal",,,PLAN_SCORE,HR,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-period-plan,Not Completed,,,General WG Score (Council%2027/Council%20Period%2017/General%20WG%20Score%20d7b8c64c884d459092146d75eaf6e353.md),,,,No,,
Opening Score,"General WG Score, Subscore",,,OPENING_SCORE,Marketing,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md#score,Not Completed,,,"General WG Score (Council%2027/Council%20Period%2017/General%20WG%20Score%205cfa4154a44e4c16af95223e01a6b9f1.md), General WG Score (Council%2027/Council%20Period%2017/General%20WG%20Score%2007a954fb8ad6499595244b189bd7f525.md)",,,,No,,
General WG Score,"Composite Grade, General WG Score",,,GENERAL_WG_SCORE,Storage,,Not Completed,,,Storage Score (Council%2027/Council%20Period%2017/Storage%20Score%2048540283c92041e28ae120ce49e6e8b0.md),,,,No,,"WG Summary (Council%2027/Council%20Period%2017/WG%20Summary%202ea3097e283d450e8dfa5168dba6b1d2.md), WG Period Plan (Council%2027/Council%20Period%2017/WG%20Period%20Plan%20f15d8e4bd0d94c8683f06f03278963fc.md), WG Opportunities (Council%2027/Council%20Period%2017/WG%20Opportunities%2023d894ec46f146bfb3f926332add632e.md), Opening Score (Council%2027/Council%20Period%2017/Opening%20Score%204e4027bdcc124c73a191ffd68b8145e5.md), Bounty Score (Council%2027/Council%20Period%2017/Bounty%20Score%20d9e73fab3ea44d9488ba2b1c17c9b8c0.md)"
WG Summary,"Document, Forum Post, General WG Score, Grade, Proposal, Subscore, Summary",,,SUMMARY_SCORE,Marketing,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-summary,Not Completed,,,General WG Score (Council%2027/Council%20Period%2017/General%20WG%20Score%2007a954fb8ad6499595244b189bd7f525.md),,,,No,,
WG Summary,"Document, Forum Post, General WG Score, Grade, Subscore, Summary",,https://dao.joystream.org/#/forum/category/11,SUMMARY_SCORE,Content,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-summary,Not Completed,"CWG summary (https://www.notion.so/CWG-summary-2a1c521512fe4f6cb2680a4f5e1bfe64?pvs=21) ",,General WG Score (Council%2027/Council%20Period%2017/General%20WG%20Score%20e6d753f703d946bfba011f48e154ef21.md),,,,No,,
General Development,"Grade, Group Specific Scores, Spot Check, Subscore",,,GENERAL_DEVELOPMENT_SCORE,Builders,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/builders-score#general_development_score,Not Completed,,,Builder Score (Council%2027/Council%20Period%2017/Builder%20Score%20c35bc64d5f6c49849749c4c1f8de3eef.md),,,,No,,
Logging,"Grade, Group Specific Scores, Subscore",,,LOGGING_SCORE,Storage,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/storage-providers-score#system_score,Not Completed,,,Storage Score (Council%2027/Council%20Period%2017/Storage%20Score%2048540283c92041e28ae120ce49e6e8b0.md),,,,No,,
Builder Score,"Composite Grade, Master Score",,,BUILDER_SCORE,Builders,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/builders-score.md#score,Not Completed,,,Network Performance Score (Council%2027/Council%20Period%2017/Network%20Performance%20Score%20b72747fe246048eabc4acac48af256a3.md),,,,No,,"General WG Score (Council%2027/Council%20Period%2017/General%20WG%20Score%201370cb6abf8a4373a0c0bc9153b9cdbc.md), Builders Report (Council%2027/Council%20Period%2017/Builders%20Report%20227bef70096e4d0bb6ae34aafbae8675.md), Testing (Council%2027/Council%20Period%2017/Testing%20e959f89bcc8f444c97dc7cb5f459a008.md), Pioneer Development (Council%2027/Council%20Period%2017/Pioneer%20Development%2098075adc99a24ed08362cc8504068e9d.md), General Development (Council%2027/Council%20Period%2017/General%20Development%20d13453fc98d24416a930efb8a1a4d833.md)"
WG Period Plan,"Document, Forum Post, General WG Score, Plan, Proposal",,,PLAN_SCORE,Content,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-period-plan,Not Completed,,,General WG Score (Council%2027/Council%20Period%2017/General%20WG%20Score%20e6d753f703d946bfba011f48e154ef21.md),,,,No,,
Interaction Logging Score,"Group Specific Scores, Subscore",,,INTERACTION_LOGGING_SCORE,HR,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/human-resources-score#interaction_logging_score,Not Completed,,,HR Score (Council%2027/Council%20Period%2017/HR%20Score%2082007ec22d6d421a8529bacbd4593572.md),,,,No,,
WG Summary,"Document, Forum Post, General WG Score, Grade, Subscore, Summary",,,SUMMARY_SCORE,Distributors,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-summary,Not Completed,,,General WG Score (Council%2027/Council%20Period%2017/General%20WG%20Score%2050a7000aafe04e9fa33bc44304e1a89c.md),,,,No,,
Bounty Score,"General WG Score, Subscore",,,BOUNTY_SCORE,Storage,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md#score,Not Completed,,,General WG Score (Council%2027/Council%20Period%2017/General%20WG%20Score%20026732e6b6a347c0957f748b6778cecb.md),,,,No,,
Documentation Score,"Grade, Subscore",,,DOCUMENTATION_SCORE,Marketing,,Not Completed,,,,,,,No,,
WG Summary,"Document, Forum Post, General WG Score, Grade, Proposal, Summary",,,SUMMARY_SCORE,HR,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/general-working-group-score#working-group-summary,Not Completed,,,General WG Score (Council%2027/Council%20Period%2017/General%20WG%20Score%20d7b8c64c884d459092146d75eaf6e353.md),,,,No,,
Member Faucet Empty,"Catastrophic Errors, Grade, Spot Check",,,,Council,https://github.com/Joystream/handbook/tree/master/testnet/council-period-scoring#member-faucet-empty,Not Completed,,,,,,,No,,
Opening Score,"General WG Score, Subscore",,,OPENING_SCORE,Forum,https://github.com/Joystream/handbook/blob/master/testnet/council-period-scoring/general-working-group-score.md#score,Not Completed,,,"General WG Score (Council%2027/Council%20Period%2017/General%20WG%20Score%205cfa4154a44e4c16af95223e01a6b9f1.md), General WG Score (Council%2027/Council%20Period%2017/General%20WG%20Score%2007a954fb8ad6499595244b189bd7f525.md)",,,,No,,
Marketing Report,"Document, Forum Post, Proposal, Report",,,REPORT_SCORE,Marketing,,Not Completed,,,,,,,No,,
Response Time,"Group Specific Scores, Subscore",,,RESPONSE_TIME_SCORE,HR,https://joystream.gitbook.io/testnet-workspace/testnet/council-period-scoring/human-resources-score#response_time_score,Not Completed,,,HR Score (Council%2027/Council%20Period%2017/HR%20Score%2082007ec22d6d421a8529bacbd4593572.md),,,,No,,
Moderation Score,"Grade, Group Specific Scores, Spot Check",,,MODERATION_SCORE,Forum,https://github.com/Joystream/handbook/blob/e9747eb6c4501b603f85bd35993faa8a057ac673/testnet/council-period-scoring/forum-score.md#moderation_score,Not Completed,,,Forum Score (Council%2027/Council%20Period%2017/Forum%20Score%204dd356aa51b04e5fb6340c94f6b3ea46.md),,,,No,,
