"﻿""Name""",Twitter,Discord,DiscordId,Reward,answer,Quest,Address,Status,Date,ReviewedById,ReviewDate
0x2408…5a07,DmytroKutsenko,FlomasterV#5285,879977034523226100,83 XP,https://twitter.com/DmytroKutsenko/status/1626982544234143744?s=20,Tweet about us,5FHooAVN6nDWywSVJtNNYerBaSGaW5KDVN6yRdxxzYZiGc2j,success,"February 19, 2023",,
poppop,jsosj48241238,DFSD#7076,882260433631867000,83 XP,https://twitter.com/jsosj48241238/status/1626982455352897536?s=20,Tweet about us,11MLGaMndScfWSi27ye87i14d6BgerGhv1sfyUt2iT97fxv,success,"February 19, 2023",,
JS1203,JS19951203,JS#1091,571646379018158100,83 XP,https://twitter.com/JS19951203/status/1626982142797574144?s=20,Tweet about us,5EFUPSVA28HWMbFHjFLnXWXvXPLsXwBmg7oGZH465gbD8sdH,success,"February 19, 2023",,
Jaden,olive_jaden,Jaden#1097,755841248920731600,83 XP,https://twitter.com/olive_jaden/status/1626980038439731200?s=20,Tweet about us,5FNbGxFw8NPvudTEmhDPVFiYC1PskxJVvtaakYvVV3h6AGuj,success,"February 19, 2023",,
dimasik999/BuckeyStarkey,IKEA_SW,dmytro.evmos#1303,812744265053896800,83 XP,https://twitter.com/IKEA_SW/status/1626976990950486016,Tweet about us,12mmCurUiozcEL1bKYdpK41Hj9EEGzMPssceDhwgANddNv16,success,"February 19, 2023",,
minkay212,minkay212,minkay212#6874,876467827853377500,83 XP,https://twitter.com/minkay212/status/1626974236224143360?s=20,Tweet about us,,success,"February 18, 2023",,
jecka5252,PavlEvg,jecka5252#0605,400859453076799500,83 XP,https://twitter.com/PavlEvg/status/1626974103344238592,Tweet about us,5CngX7YXYSk9Xr9R6EUsRNpAn9oCPaGdKhy2GAagAXUvD6My,success,"February 18, 2023",,
Gum,Gum672,Gum#1853,579705634174533600,83 XP,https://twitter.com/Gum672/status/1626969839796383744?s=20,Tweet about us,13sQNjUPgFP8MMLJoqjEDnYvWUSUfAhkpQKamRAbaF6NSNLo,success,"February 18, 2023",,
LevRazmadze,Kristinlev123,LevRazmadze#2035,538764837128503300,83 XP,https://twitter.com/Kristinlev123/status/1626968095213469697,Tweet about us,5HKVe3tM4UJdEXikdSJpYif783sbtXYLnMQDj2ymXiw6YDFG,success,"February 18, 2023",,
0xB0…2c5d,7rxR1NwIyvKbgNi,Solonrah#4701,1052963600542732400,83 XP,https://twitter.com/7rxR1NwIyvKbgNi/status/1626967722184568833,Tweet about us,5DaPWevyURejLRYgo23yCkeyCWVBxNabqWsFJyoutpSPmzh2,success,"February 18, 2023",,
torry,vpirogogv,Datestorm#0013,1012122470309957800,83 XP,https://twitter.com/vpirogogv/status/1626967093580120065,Tweet about us,j4SxSy8p4fYq6RvauAoVN77WKY3BKhoZy46vn6y536USjU5a8,success,"February 18, 2023",,
walnut,linear_hoil,hoil#2475,745867784076132400,83 XP,https://twitter.com/linear_hoil/status/1626965535056605184?s=20,Tweet about us,15kTW2J6afiq9x6cWFQujHh4HhiThVWEJoKjXh7DKoyKiqy7,success,"February 18, 2023",,
ohkhun,OHKHUN,jin#0427,868347553337466900,83 XP,https://twitter.com/ohkhun/status/1626965132554436608?s=46&t=KikwY1VM_NmZUq0AV1lf0w,Tweet about us,12xS5ivdze5J5f6TYBVkEnsYQTi18y1QWDRu1bxyP3TpPmys,success,"February 18, 2023",,
xrsun,PJaeseon,sun#8728,722766436287905800,83 XP,https://twitter.com/PJaeseon/status/1626964257731649537?s=20,Tweet about us,He6fPzRQSmDptRgrPEHA7EmbKdYR4HKquGo7q6aExUK81GY,success,"February 18, 2023",,
Bbang,Bbang1253,Bbang#4639,865229644302516200,83 XP,https://twitter.com/Bbang1253/status/1626963597879545857?s=20,Tweet about us,5HTT84NheqDo9FMBbfmxStUiroPtP7TkActj3SeegqK6ydFA,success,"February 18, 2023",,
CryptoBrainnn,CryptoBrainnn,CryptoBrainnn#4474,1059122054189826000,83 XP,https://twitter.com/CryptoBrainnn/status/1626963403783774208?t=-z0me6gt6fwO91fKwfw4sw&s=19,Tweet about us,5Gpy4JTLL3tcqYc4ZBxhpdmwyaiM77pT4oQsFn5Rdr38A2i9,success,"February 18, 2023",,
Dotsent82,Dotsent832,Ihor|$NOM#0884,713362586774536200,83 XP,https://twitter.com/Dotsent832/status/1626961229964095491,Tweet about us,1RA8KwErPsuM6nRqvqHnzYaXrGY8WAQESu4PQugpBATuaaa,success,"February 18, 2023",,
zhowka,zhowka,zhowka#6557,833687118135820300,83 XP,https://twitter.com/zhowka/status/1626959687416483840,Tweet about us,16VAs9NEA4aH1Y6CDrjEpW6gDRomk3GgEgcuGtrEnju7Vasm,success,"February 18, 2023",,
vybor№1,ZOsongo,vybor№1#3856,959114621116117100,83 XP,https://twitter.com/ZOsongo/status/1626959977242820608?s=20,Tweet about us,5DJ5bQjo9R9yck42qB5W9XXwt2UmhPnUqnmmNgyc9A5Wq6BY,success,"February 18, 2023",,
JustsFeel,jjssppkr,JustsFeel#2443,397657494639345660,83 XP,https://twitter.com/jjssppkr/status/1626959849073577984,Tweet about us,5EqX2b1mrkKuR52YHJ15CmjzmYgXF7K4eUMm8etocbeV98NU,success,"February 18, 2023",,
ego3,nirvana_369_,ego#6617,802345006856929300,83 XP,https://twitter.com/nirvana_369_/status/1626957811052875777,Tweet about us,5EFizJuZRFLrHsMKTZ9ujB8Pika3D68RdQw8gHE8Vez1VBQE,success,"February 18, 2023",,
linkinpk,bomponde,linkinpk#4146,959089707457843200,83 XP,https://twitter.com/bomponde/status/1626957312391872512?s=20,Tweet about us,5G4nFgC6QvhX9FFSLGnVkL3Dv1xnAzYKvMS4pUKuujcGbZy1,success,"February 18, 2023",,
0x70a1…f2b5,asikisokero,samsy4-)#2948,959082335972753500,83 XP,https://twitter.com/asikisokero/status/1626955390914101248?s=20,Tweet about us,5DHYiNYB9Jtvv2DCUMB5TNeAJD3w6d73ZqqyPym287jZcr6Y,success,"February 18, 2023",,
r8- my dream,n_lyayo,r8- my dream#9132,959076416828350500,83 XP,https://twitter.com/n_lyayo/status/1626953035409661952?s=20,Tweet about us,5Cw6HxotWearoVvvRashQYd5utP1vkVZrWrLXFtTCTKVdXNm,success,"February 18, 2023",,
0x11ea…29e9,woochooo,시완#3769,356800998347505660,83 XP,https://twitter.com/woochooo/status/1626950404406906882?s=20,Tweet about us,5Hjdq5smJrqQXt3yY5QBX6wPYZ3GSqaGUZtroLKQmjafKNFG,success,"February 18, 2023",,
nochi-volk,YigaAndrewStep1,nochi-volk#7742,959070280540622800,83 XP,https://twitter.com/YigaAndrewStep1/status/1626949863182065667?s=20,Tweet about us,5GQc9qfenwfrYu8VUAEPF5s7Rkt1gJgruN1CgxLjJLpVru5n,success,"February 18, 2023",,
miru_mir,muhoozibrendah,miru_mir#3775,959065702508138600,83 XP,https://twitter.com/muhoozibrendah/status/1626947850373406720?s=20,Tweet about us,5Fpf2UVnNUweQc4KAcPK55RPtoV46wG6xQmocLXcxe2Y7AXX,success,"February 18, 2023",,
kot6969,king_abdulahi,kot6969#3751,959053408034242600,83 XP,https://twitter.com/king_abdulahi/status/1626945489768677377?s=20,Tweet about us,5FsNTqjFzFa61cS2QkgNYWLRGpTEBNyavP18FDoeuZsE5GB4,success,"February 18, 2023",,
Shhhs,sinseun22949006,Shhh#5334,960428525830164500,83 XP,https://twitter.com/sinseun22949006/status/1626942205012373504?s=20,Tweet about us,1aBUA4CjYk1fppcFHLLNPzVzryGzmqAgpaAFjpjAvk9SbfC,success,"February 18, 2023",,
mini691,Joeodinga1,mini691#8501,959042718535917600,83 XP,https://twitter.com/Joeodinga1/status/1626943336165646336?s=20,Tweet about us,5FRWvKGkK9DAHREJmQd5RsfLtwWiJcTXsdXf6ebMnAZEjuA3,success,"February 18, 2023",,
z-zafar,GanboaAlex,z-zafar#7831,959033272225108100,83 XP,https://twitter.com/GanboaAlex/status/1626941280436584450?s=20,Tweet about us,5HKWg3NGttpzcmnYRbn9xvDKczeEKAZs2UEkESQoMyAgSMdL,success,"February 18, 2023",,
Руслан Хисамов,RuslanKhisamovR,Руслан Хисамов#6840,904829285230071800,83 XP,https://twitter.com/RuslanKhisamovR/status/1626941008091967489?s=20,Tweet about us,5FeeAzaetsmezQicFgUbP3hAUpJtkkAoHCPkVWu6uBygiKUF,success,"February 18, 2023",,
jk5121,Jay_lyoo,jayyoo#4471,405884574065754100,83 XP,https://twitter.com/Jay_lyoo/status/1626940957513105408?t=hUcLcPYOyj2rV0Zhyc5cnA&s=19,Tweet about us,147dsfHADAUk4djRAqZ5dJCVEhK7p3FiCFkLbuX8ujx1mmBW,success,"February 18, 2023",,
sexi.men.,amarante_nadia,sexi.men.#7571,958749473033564300,83 XP,https://twitter.com/amarante_nadia/status/1626939155090444288?s=20,Tweet about us,5ELNmbhgEx6HSZcadbnrkKkkKS1YyQFXRopNnMCre5czn95h,success,"February 18, 2023",,
ilovemyass,scovia4hillary,ilovemyass#3536,958743493780590600,83 XP,https://twitter.com/scovia4hillary/status/1626937007627812865?s=20,Tweet about us,5CG84sYpvDQV9raiLkyrP6btEKMtgGoBSfdos9uzBgwGcFva,success,"February 18, 2023",,
valya.novikov,hemedi_jean,valya.novikov#8300,958720813970886700,83 XP,https://twitter.com/hemedi_jean/status/1626934484837842949?s=20,Tweet about us,5DheDcNL7XjQoD1bWACtNyk15wc3wSpAc6nZgdfW6HSA78eA,success,"February 18, 2023",,
hchoi95,hchoi9512,hchoi9512#3208,892326628494049300,83 XP,https://twitter.com/hchoi9512/status/1626931543934640128?s=20,Tweet about us,5GhUEqGjPmRUzt6VCrt6UrUocX32HFdCPqj1scWgBBeid9Qe,success,"February 18, 2023",,
shopgreen,Zawadi36823667,shopgreen#7061,956179300745351200,83 XP,https://twitter.com/Zawadi36823667/status/1626931129717518337?s=20,Tweet about us,5GnZz4K5BGkr2cGzm6Co5wGBPFJRCSA85itGCMNikF5kqoJj,success,"February 18, 2023",,
luswetiharon,catania_wccf,barsnext007#9830,796874092321964200,83 XP,https://twitter.com/catania_wccf/status/1626929921300787200,Tweet about us,5GHfdzXrQ6JTkzxMCKx6KZZxRxBV84AGW3pHRF2dfbDF8qTC,success,"February 18, 2023",,
lrynya,ange_luafa,lrynya#8872,956175170953969700,83 XP,https://twitter.com/ange_luafa/status/1626929290116734977?s=20,Tweet about us,5HHZNmv3yTK654ghasAw35QcNDjVP3jp7Nu6X3sW84pYrv1H,success,"February 18, 2023",,
shko4893,shko4893,초크새#3670,1032365855499108500,83 XP,https://twitter.com/shko4893/status/1626928953876447234,Tweet about us,5DHhosBW3vDkXN3URhR1BtvtHnFMSDUAneSpf7DGfB74PyY5,success,"February 18, 2023",,
Ariec1,YKapuba,Ariec1#6471,956169592303149200,83 XP,https://twitter.com/YKapuba/status/1626927605394939906?s=20,Tweet about us,5HKMnSQe3VnAs99paGoFsesfEESaaBirk7ut9ZX2S15Ub5W6,success,"February 18, 2023",,
0xa95e…ad1f,Vololps,BotPri#4939,938079288954069000,83 XP,https://twitter.com/Vololps/status/1626927461731647489?s=20,Tweet about us,15p9NMAo16mLZiWAMbrGpjYqNvurcAyLrakLvjaUudNqrTYL,success,"February 18, 2023",,
samhang2gu,samhang2gu,samhang2gu#3465,829103087733440600,83 XP,https://twitter.com/samhang2gu/status/1626927119216545797?s=20,Tweet about us,14fhDGWU8yg1gwocE6JRrFYKRNHkF253pmDkkNXWWfSap1XC,success,"February 18, 2023",,
shrekzel,heritier_r,shrekzel#6516,956159254920851600,83 XP,https://twitter.com/heritier_r/status/1626925664380100610?s=20,Tweet about us,5CUJvkz5bdruqznXKSuyr2nSvEZviT6vvYwKxo8ASFc2RjXp,success,"February 18, 2023",,
omey95,DFelistil,omey95#5585,955452164518604800,83 XP,https://twitter.com/DFelistil/status/1626923983542050817?s=20,Tweet about us,5EFZHhERSFyu7T2jCHW6vYMXLWRgBfm5LiE8f251MfwX5c1d,success,"February 18, 2023",,
krokodilmazafaka,miguelb53040751,krokodilmazafaka#2229,955445665809457200,83 XP,https://twitter.com/miguelb53040751/status/1626922276804329472?s=20,Tweet about us,5DiFMYxGMU9BevZGNtbULeCFfN7ubJ7dLpD4E9aez7ALmHz4,success,"February 18, 2023",,
italyanomaf,NiosiPierrot,italyanomaf#3149,955441230454607900,83 XP,https://twitter.com/NiosiPierrot/status/1626920569395453959?s=20,Tweet about us,5FbNCmU11dprLGWs4mhUx24raxsZcyPZoyTGSzorsCesepnk,success,"February 18, 2023",,
